Time (s) Run #1	Position (m) Run #1	Force (N) Run #1	Stress (MPa) Run #1	Strain Run #1	Time (s) Run #2	Position (m) Run #2	Force (N) Run #2	Stress (MPa) Run #2	Strain Run #2	Time (s) Run #3	Position (m) Run #3	Force (N) Run #3	Stress (MPa) Run #3	Strain Run #3	Time (s) Run #4	Position (m) Run #4	Force (N) Run #4	Stress (MPa) Run #4	Strain Run #4	Time (s) Run #5	Position (m) Run #5	Force (N) Run #5	Stress (MPa) Run #5	Strain Run #5	Time (s) Run #6	Position (m) Run #6	Force (N) Run #6	Stress (MPa) Run #6	Strain Run #6
										544.200	0.14509	12	13.90	4.15															
										544.400	0.14517	12	13.90	4.15															
										544.600	0.14524	12	13.93	4.15															
										544.800	0.14532	12	13.93	4.15															
										545.000	0.14538	12	13.90	4.15															
										545.200	0.14543	11	13.78	4.16															
										545.400	0.14551	11	13.84	4.16															
										545.600	0.14561	13	13.99	4.16															
										545.800	0.14568	12	13.96	4.16															
										546.000	0.14574	12	13.87	4.16															
										546.200	0.14582	12	13.90	4.17															
										546.400	0.14590	12	13.93	4.17															
										546.600	0.14596	12	13.87	4.17															
										546.800	0.14603	11	13.84	4.17															
										547.000	0.14611	12	13.87	4.17															
										547.200	0.14617	11	13.81	4.18															
										547.400	0.14623	10	13.72	4.18															
										547.600	0.14630	11	13.75	4.18															
										547.800	0.14638	11	13.81	4.18															
										548.000	0.14644	10	13.69	4.18															
										548.200	0.14649	10	13.69	4.19															
										548.400	0.14655	9	13.60	4.19															
										548.600	0.14661	10	13.72	4.19															
										548.800	0.14667	11	13.78	4.19															
										549.000	0.14677	12	13.90	4.19															
										549.200	0.14682	12	13.90	4.19															
										549.400	0.14687	11	13.75	4.20															
										549.600	0.14694	11	13.84	4.20															
										549.800	0.14700	11	13.75	4.20															
										550.000	0.14706	11	13.75	4.20															
										550.200	0.14711	11	13.75	4.20															
										550.400	0.14716	10	13.66	4.20															
										550.600	0.14720	9	13.57	4.21															
										550.800	0.14728	10	13.72	4.21															
										551.000	0.14733	10	13.72	4.21															
										551.200	0.14741	11	13.78	4.21															
										551.400	0.14747	11	13.81	4.21															
										551.600	0.14754	12	13.87	4.22															
										551.800	0.14760	11	13.84	4.22															
										552.000	0.14765	10	13.72	4.22															
										552.200	0.14772	11	13.84	4.22															
										552.400	0.14779	11	13.84	4.22															
										552.600	0.14784	11	13.84	4.22															
										552.800	0.14789	11	13.75	4.23															
										553.000	0.14794	10	13.69	4.23															
										553.200	0.14800	10	13.72	4.23															
										553.400	0.14807	11	13.81	4.23															
										553.600	0.14813	11	13.81	4.23															
										553.800	0.14820	12	13.87	4.23															
										554.000	0.14826	11	13.84	4.24															
										554.200	0.14832	11	13.84	4.24															
										554.400	0.14838	11	13.84	4.24															
										554.600	0.14845	12	13.90	4.24															
										554.800	0.14849	11	13.81	4.24															
										555.000	0.14854	11	13.78	4.24															
										555.200	0.14861	11	13.78	4.25															
										555.400	0.14867	11	13.78	4.25															
										555.600	0.14871	11	13.78	4.25															
										555.800	0.14876	11	13.75	4.25															
										556.000	0.14881	10	13.72	4.25															
										556.200	0.14885	10	13.69	4.25															
										556.400	0.14889	10	13.66	4.25															
										556.600	0.14895	10	13.69	4.26															
										556.800	0.14901	10	13.72	4.26															
										557.000	0.14906	10	13.69	4.26															
										557.200	0.14910	10	13.69	4.26															
										557.400	0.14915	10	13.66	4.26															
										557.600	0.14922	10	13.72	4.26															
										557.800	0.14928	11	13.81	4.27															
										558.000	0.14933	11	13.78	4.27															
										558.200	0.14938	11	13.81	4.27															
										558.400	0.14945	11	13.81	4.27															
										558.600	0.14951	12	13.87	4.27															
										558.800	0.14956	11	13.78	4.27															
										559.000	0.14961	11	13.81	4.27															
										559.200	0.14967	11	13.81	4.28															
										559.400	0.14973	11	13.84	4.28															
										559.600	0.14978	11	13.84	4.28															
										559.800	0.14986	13	13.99	4.28															
										560.000	0.14994	13	14.05	4.28															
										560.200	0.15000	13	14.05	4.29															
										560.400	0.15007	13	14.05	4.29															
										560.600	0.15012	13	13.99	4.29															
										560.800	0.15018	13	13.99	4.29															
										561.000	0.15026	13	14.02	4.29															
										561.200	0.15034	13	14.11	4.30															
										561.400	0.15041	13	14.08	4.30															
										561.600	0.15047	13	14.05	4.30															
										561.800	0.15053	13	14.02	4.30															
										562.000	0.15060	13	14.02	4.30															
										562.200	0.15069	13	14.11	4.31															
										562.400	0.15076	13	14.05	4.31															
										562.600	0.15082	13	13.99	4.31															
										562.800	0.15088	13	14.02	4.31															
										563.000	0.15096	13	14.05	4.31															
										563.200	0.15100	12	13.96	4.31															
										563.400	0.15103	11	13.75	4.32															
										563.600	0.15108	11	13.75	4.32															
										563.800	0.15116	11	13.84	4.32															
										564.000	0.15123	12	13.90	4.32															
										564.200	0.15129	12	13.93	4.32															
										564.400	0.15135	11	13.84	4.32															
										564.600	0.15143	12	13.93	4.33															
										564.800	0.15150	12	13.96	4.33															
										565.000	0.15156	12	13.93	4.33															
										565.200	0.15164	12	13.96	4.33															
										565.400	0.15172	13	14.02	4.33															
										565.600	0.15179	13	14.02	4.34															
										565.800	0.15185	12	13.96	4.34															
										566.000	0.15190	12	13.87	4.34															
										566.200	0.15196	11	13.78	4.34															
										566.400	0.15201	10	13.72	4.34															
										566.600	0.15205	10	13.66	4.34															
										566.800	0.15209	9	13.57	4.35															
										567.000	0.15213	8	13.48	4.35															
										567.200	0.15215	8	13.39	4.35															
										567.400	0.15219	7	13.33	4.35															
										567.600	0.15223	7	13.30	4.35															
										567.800	0.15228	7	13.36	4.35															
										568.000	0.15232	7	13.33	4.35															
										568.200	0.15237	8	13.39	4.35															
										568.400	0.15241	8	13.42	4.35															
										568.600	0.15247	8	13.42	4.36															
										568.800	0.15253	9	13.54	4.36															
										569.000	0.15260	10	13.63	4.36															
										569.200	0.15267	10	13.72	4.36															
										569.400	0.15273	11	13.78	4.36															
										569.600	0.15278	11	13.75	4.37															
										569.800	0.15284	11	13.75	4.37															
										570.000	0.15289	11	13.75	4.37															
										570.200	0.15294	11	13.75	4.37															
										570.400	0.15298	10	13.69	4.37															
										570.600	0.15303	10	13.66	4.37															
										570.800	0.15308	10	13.69	4.37															
										571.000	0.15312	10	13.63	4.37															
										571.200	0.15316	9	13.57	4.38															
										571.400	0.15322	10	13.63	4.38															
										571.600	0.15331	11	13.81	4.38															
										571.800	0.15338	12	13.96	4.38															
										572.000	0.15344	12	13.90	4.38															
										572.200	0.15349	12	13.87	4.39															
										572.400	0.15354	12	13.90	4.39															
										572.600	0.15359	12	13.87	4.39															
										572.800	0.15363	11	13.81	4.39															
										573.000	0.15367	10	13.69	4.39															
										573.200	0.15371	10	13.69	4.39															
										573.400	0.15376	10	13.69	4.39															
										573.600	0.15380	10	13.63	4.39															
										573.800	0.15384	9	13.54	4.40															
										574.000	0.15389	9	13.60	4.40															
										574.200	0.15395	10	13.69	4.40															
										574.400	0.15401	10	13.72	4.40															
										574.600	0.15407	11	13.78	4.40															
										574.800	0.15413	11	13.81	4.40															
										575.000	0.15418	11	13.81	4.41															
										575.200	0.15423	11	13.84	4.41															
										575.400	0.15430	12	13.93	4.41															
										575.600	0.15436	12	13.93	4.41															
										575.800	0.15441	12	13.87	4.41															
										576.000	0.15446	12	13.87	4.41															
										576.200	0.15453	12	13.96	4.42															
										576.400	0.15460	12	13.96	4.42															
										576.600	0.15465	12	13.93	4.42															
										576.800	0.15469	12	13.90	4.42															
										577.000	0.15473	11	13.78	4.42															
										577.200	0.15477	11	13.75	4.42															
										577.400	0.15482	11	13.81	4.42															
										577.600	0.15488	12	13.87	4.43															
										577.800	0.15493	11	13.78	4.43															
										578.000	0.15498	11	13.81	4.43															
										578.200	0.15504	12	13.87	4.43															
										578.400	0.15509	12	13.90	4.43															
										578.600	0.15514	12	13.90	4.43															
										578.800	0.15520	12	13.90	4.43															
										579.000	0.15525	12	13.87	4.44															
										579.200	0.15531	12	13.93	4.44															
										579.400	0.15539	13	14.02	4.44															
										579.600	0.15546	13	14.05	4.44															
										579.800	0.15551	13	14.08	4.44															
										580.000	0.15557	13	14.05	4.44															
										580.200	0.15564	13	14.05	4.45															
										580.400	0.15571	13	14.11	4.45															
										580.600	0.15578	13	14.11	4.45															
										580.800	0.15584	13	14.08	4.45															
										581.000	0.15589	13	14.11	4.45															
										581.200	0.15595	13	14.05	4.46															
										581.400	0.15601	13	14.08	4.46															
										581.600	0.15608	13	14.05	4.46															
										581.800	0.15614	13	14.05	4.46															
										582.000	0.15621	13	14.11	4.46															
										582.200	0.15628	14	14.14	4.47															
										582.400	0.15634	13	14.11	4.47															
										582.600	0.15639	13	14.05	4.47															
										582.800	0.15644	12	13.96	4.47															
										583.000	0.15649	12	13.93	4.47															
										583.200	0.15656	12	13.96	4.47															
										583.400	0.15664	12	13.96	4.48															
										583.600	0.15670	12	13.96	4.48															
										583.800	0.15675	12	13.96	4.48															
										584.000	0.15680	12	13.93	4.48															
										584.200	0.15685	12	13.90	4.48															
										584.400	0.15691	12	13.93	4.48															
										584.600	0.15697	12	13.96	4.48															
										584.800	0.15706	13	14.08	4.49															
										585.000	0.15713	13	14.11	4.49															
										585.200	0.15719	13	14.08	4.49															
										585.400	0.15725	13	13.99	4.49															
										585.600	0.15732	13	14.02	4.49															
										585.800	0.15742	14	14.17	4.50															
										586.000	0.15748	14	14.17	4.50															
										586.200	0.15754	13	14.08	4.50															
										586.400	0.15759	12	13.96	4.50															
										586.600	0.15764	12	13.90	4.50															
										586.800	0.15771	12	13.90	4.51															
										587.000	0.15778	12	13.93	4.51															
										587.200	0.15787	13	13.99	4.51															
										587.400	0.15795	13	14.02	4.51															
										587.600	0.15801	13	14.08	4.51															
										587.800	0.15806	12	13.93	4.52															
										588.000	0.15810	11	13.78	4.52															
										588.200	0.15814	10	13.72	4.52															
										588.400	0.15820	10	13.72	4.52															
										588.600	0.15826	10	13.69	4.52															
										588.800	0.15832	11	13.75	4.52															
										589.000	0.15838	11	13.78	4.53															
										589.200	0.15843	10	13.69	4.53															
										589.400	0.15849	10	13.72	4.53															
										589.600	0.15857	12	13.87	4.53															
										589.800	0.15865	13	13.99	4.53															
										590.000	0.15869	11	13.84	4.53															
										590.200	0.15877	12	13.90	4.54															
										590.400	0.15885	13	13.99	4.54															
										590.600	0.15891	13	13.99	4.54															
										590.800	0.15896	12	13.87	4.54															
										591.000	0.15902	11	13.78	4.54															
										591.200	0.15911	12	13.96	4.55															
										591.400	0.15918	12	13.96	4.55															
										591.600	0.15923	12	13.87	4.55															
										591.800	0.15928	11	13.84	4.55															
										592.000	0.15934	11	13.84	4.55															
										592.200	0.15941	12	13.87	4.55															
										592.400	0.15948	12	13.90	4.56															
										592.600	0.15953	11	13.81	4.56															
										592.800	0.15959	10	13.72	4.56															
										593.000	0.15964	11	13.75	4.56															
										593.200	0.15971	11	13.81	4.56															
										593.400	0.15977	11	13.75	4.56															
										593.600	0.15983	11	13.78	4.57															
										593.800	0.15990	11	13.81	4.57															
										594.000	0.15994	10	13.72	4.57															
										594.200	0.15999	10	13.66	4.57															
										594.400	0.16004	10	13.66	4.57															
										594.600	0.16009	10	13.63	4.57															
										594.800	0.16014	8	13.42	4.58															
										595.000	0.16020	10	13.63	4.58															
										595.200	0.16027	10	13.72	4.58															
										595.400	0.16034	11	13.78	4.58															
										595.600	0.16041	12	13.87	4.58															
										595.800	0.16048	11	13.84	4.59															
										596.000	0.16054	11	13.84	4.59															
										596.200	0.16060	11	13.84	4.59															
										596.400	0.16066	11	13.81	4.59															
										596.600	0.16072	11	13.75	4.59															
										596.800	0.16081	12	13.87	4.59															
										597.000	0.16088	13	13.99	4.60															
										597.200	0.16094	12	13.90	4.60															
										597.400	0.16100	12	13.90	4.60															
										597.600	0.16107	12	13.90	4.60															
										597.800	0.16115	12	13.96	4.60															
										598.000	0.16122	12	13.93	4.61															
										598.200	0.16129	13	13.99	4.61															
										598.400	0.16138	13	14.02	4.61															
										598.600	0.16145	12	13.96	4.61															
										598.800	0.16151	12	13.93	4.61															
										599.000	0.16157	12	13.90	4.62															
										599.200	0.16165	12	13.87	4.62															
										599.400	0.16172	12	13.93	4.62															
										599.600	0.16179	12	13.96	4.62															
										599.800	0.16187	12	13.93	4.62															
										600.000	0.16196	13	14.02	4.63															
										600.200	0.16207	14	14.17	4.63															
										600.400	0.16215	13	14.11	4.63															
										600.600	0.16221	13	13.99	4.63															
										600.800	0.16227	12	13.87	4.64															
										601.000	0.16232	11	13.81	4.64															
										601.200	0.16238	10	13.69	4.64															
										601.400	0.16245	11	13.75	4.64															
										601.600	0.16251	11	13.75	4.64															
										601.800	0.16257	10	13.66	4.64															
										602.000	0.16264	10	13.63	4.65															
										602.200	0.16271	10	13.72	4.65															
										602.400	0.16278	11	13.75	4.65															
										602.600	0.16284	11	13.75	4.65															
										602.800	0.16293	11	13.84	4.66															
										603.000	0.16303	12	13.93	4.66															
										603.200	0.16312	13	13.99	4.66															
										603.400	0.16320	12	13.93	4.66															
										603.600	0.16327	12	13.90	4.66															
										603.800	0.16334	11	13.84	4.67															
										604.000	0.16340	12	13.87	4.67															
										604.200	0.16345	11	13.75	4.67															
										604.400	0.16351	10	13.66	4.67															
										604.600	0.16357	10	13.63	4.67															
										604.800	0.16363	10	13.63	4.68															
										605.000	0.16371	10	13.72	4.68															
										605.200	0.16379	11	13.75	4.68															
										605.400	0.16388	12	13.90	4.68															
										605.600	0.16396	12	13.93	4.68															
										605.800	0.16402	12	13.87	4.69															
										606.000	0.16409	11	13.78	4.69															
										606.200	0.16416	11	13.81	4.69															
										606.400	0.16423	11	13.81	4.69															
										606.600	0.16429	11	13.75	4.69															
										606.800	0.16434	10	13.66	4.70															
										607.000	0.16441	10	13.66	4.70															
										607.200	0.16449	10	13.72	4.70															
										607.400	0.16454	10	13.66	4.70															
										607.600	0.16461	10	13.63	4.70															
										607.800	0.16469	11	13.75	4.71															
										608.000	0.16477	11	13.75	4.71															
										608.200	0.16483	11	13.75	4.71															
										608.400	0.16490	11	13.78	4.71															
										608.600	0.16496	11	13.75	4.71															
										608.800	0.16503	10	13.72	4.72															
										609.000	0.16509	9	13.60	4.72															
										609.200	0.16515	9	13.60	4.72															
										609.400	0.16521	9	13.60	4.72															
										609.600	0.16528	10	13.63	4.72															
										609.800	0.16535	10	13.63	4.72															
										610.000	0.16544	11	13.75	4.73															
										610.200	0.16553	11	13.81	4.73															
										610.400	0.16561	11	13.84	4.73															
										610.600	0.16568	11	13.78	4.73															
										610.800	0.16575	11	13.75	4.74															
										611.000	0.16582	10	13.72	4.74															
										611.200	0.16591	11	13.81	4.74															
										611.400	0.16598	11	13.78	4.74															
										611.600	0.16603	10	13.72	4.74															
										611.800	0.16610	10	13.66	4.75															
										612.000	0.16616	10	13.63	4.75															
										612.200	0.16624	10	13.66	4.75															
										612.400	0.16632	10	13.69	4.75															
										612.600	0.16638	10	13.66	4.75															
										612.800	0.16644	10	13.63	4.76															
										613.000	0.16651	10	13.63	4.76															
										613.200	0.16657	9	13.57	4.76															
										613.400	0.16665	10	13.66	4.76															
										613.600	0.16672	10	13.72	4.76															
										613.800	0.16678	10	13.66	4.77															
										614.000	0.16685	9	13.57	4.77															
										614.200	0.16691	10	13.63	4.77															
										614.400	0.16699	10	13.69	4.77															
										614.600	0.16706	10	13.69	4.77															
										614.800	0.16713	10	13.69	4.78															
										615.000	0.16720	10	13.66	4.78															
										615.200	0.16726	10	13.63	4.78															
										615.400	0.16733	9	13.60	4.78															
										615.600	0.16740	9	13.60	4.78															
										615.800	0.16747	10	13.66	4.78															
										616.000	0.16756	11	13.75	4.79															
										616.200	0.16763	10	13.72	4.79															
										616.400	0.16768	10	13.63	4.79															
										616.600	0.16774	9	13.60	4.79															
										616.800	0.16781	9	13.57	4.79															
										617.000	0.16787	9	13.57	4.80															
										617.200	0.16792	9	13.54	4.80															
										617.400	0.16797	9	13.51	4.80															
										617.600	0.16803	8	13.48	4.80															
										617.800	0.16811	9	13.57	4.80															
										618.000	0.16819	10	13.66	4.81															
										618.200	0.16825	10	13.66	4.81															
										618.400	0.16832	10	13.66	4.81															
										618.600	0.16841	11	13.75	4.81															
										618.800	0.16847	10	13.69	4.81															
										619.000	0.16852	10	13.63	4.81															
										619.200	0.16858	9	13.54	4.82															
										619.400	0.16865	9	13.60	4.82															
										619.600	0.16872	9	13.60	4.82															
										619.800	0.16880	11	13.75	4.82															
										620.000	0.16889	11	13.75	4.83															
										620.200	0.16896	11	13.78	4.83															
										620.400	0.16902	10	13.69	4.83															
										620.600	0.16908	10	13.69	4.83															
										620.800	0.16915	10	13.72	4.83															
										621.000	0.16922	10	13.72	4.83															
										621.200	0.16928	10	13.63	4.84															
										621.400	0.16933	10	13.63	4.84															
										621.600	0.16938	9	13.57	4.84															
										621.800	0.16943	8	13.45	4.84															
										622.000	0.16947	8	13.42	4.84															
										622.200	0.16952	7	13.36	4.84															
										622.400	0.16960	8	13.42	4.85															
										622.600	0.16966	9	13.54	4.85															
										622.800	0.16971	8	13.45	4.85															
										623.000	0.16977	8	13.45	4.85															
										623.200	0.16984	9	13.51	4.85															
										623.400	0.16991	9	13.57	4.85															
										623.600	0.16996	9	13.54	4.86															
										623.800	0.17002	8	13.48	4.86															
										624.000	0.17008	8	13.48	4.86															
										624.200	0.17013	8	13.48	4.86															
										624.400	0.17018	8	13.39	4.86															
										624.600	0.17022	7	13.33	4.86															
										624.800	0.17027	7	13.33	4.86															
										625.000	0.17031	7	13.27	4.87															
										625.200	0.17036	7	13.27	4.87															
										625.400	0.17040	6	13.21	4.87															
										625.600	0.17045	6	13.24	4.87															
										625.800	0.17050	6	13.18	4.87															
										626.000	0.17055	6	13.21	4.87															
										626.200	0.17061	7	13.27	4.87															
										626.400	0.17066	7	13.30	4.88															
										626.600	0.17070	6	13.21	4.88															
										626.800	0.17075	6	13.24	4.88															
										627.000	0.17079	6	13.18	4.88															
										627.200	0.17084	6	13.24	4.88															
										627.400	0.17090	7	13.30	4.88															
										627.600	0.17095	7	13.33	4.88															
										627.800	0.17099	7	13.27	4.89															
										628.000	0.17103	7	13.27	4.89															
										628.200	0.17108	7	13.27	4.89															
										628.400	0.17113	7	13.27	4.89															
										628.600	0.17118	7	13.27	4.89															
										628.800	0.17123	7	13.27	4.89															
										629.000	0.17128	7	13.33	4.89															
										629.200	0.17131	7	13.30	4.89															
										629.400	0.17134	6	13.21	4.90															
										629.600	0.17137	6	13.15	4.90															
										629.800	0.17144	7	13.30	4.90															
										630.000	0.17150	8	13.39	4.90															
										630.200	0.17155	7	13.36	4.90															
										630.400	0.17160	7	13.36	4.90															
										630.600	0.17166	8	13.48	4.90															
										630.800	0.17172	9	13.51	4.91															
										631.000	0.17177	9	13.51	4.91															
										631.200	0.17183	9	13.51	4.91															
										631.400	0.17188	9	13.54	4.91															
										631.600	0.17193	9	13.51	4.91															
										631.800	0.17199	9	13.51	4.91															
										632.000	0.17205	9	13.57	4.92															
										632.200	0.17210	9	13.57	4.92															
										632.400	0.17216	9	13.57	4.92															
										632.600	0.17221	9	13.57	4.92															
										632.800	0.17226	9	13.60	4.92															
										633.000	0.17233	9	13.60	4.92															
										633.200	0.17239	9	13.60	4.93															
										633.400	0.17244	10	13.63	4.93															
										633.600	0.17249	9	13.57	4.93															
										633.800	0.17254	9	13.57	4.93															
										634.000	0.17261	9	13.60	4.93															
										634.200	0.17267	10	13.69	4.93															
										634.400	0.17272	10	13.63	4.93															
										634.600	0.17276	9	13.57	4.94															
										634.800	0.17281	9	13.54	4.94															
										635.000	0.17286	8	13.45	4.94															
										635.200	0.17291	9	13.54	4.94															
										635.400	0.17296	8	13.48	4.94															
										635.600	0.17303	9	13.57	4.94															
										635.800	0.17308	9	13.54	4.95															
										636.000	0.17313	9	13.54	4.95															
										636.200	0.17319	9	13.54	4.95															
										636.400	0.17325	9	13.57	4.95															
										636.600	0.17330	9	13.54	4.95															
										636.800	0.17336	9	13.57	4.95															
										637.000	0.17343	10	13.66	4.96															
										637.200	0.17348	10	13.63	4.96															
										637.400	0.17354	10	13.66	4.96															
										637.600	0.17360	10	13.63	4.96															
										637.800	0.17364	9	13.57	4.96															
										638.000	0.17368	9	13.54	4.96															
										638.200	0.17373	8	13.48	4.96															
										638.400	0.17379	9	13.54	4.97															
										638.600	0.17384	9	13.51	4.97															
										638.800	0.17389	9	13.54	4.97															
										639.000	0.17396	9	13.60	4.97															
										639.200	0.17402	10	13.63	4.97															
										639.400	0.17407	9	13.60	4.97															
										639.600	0.17411	9	13.54	4.97															
										639.800	0.17415	8	13.42	4.98															
										640.000	0.17419	8	13.42	4.98															
										640.200	0.17424	8	13.39	4.98															
										640.400	0.17429	8	13.45	4.98															
										640.600	0.17435	8	13.48	4.98															
										640.800	0.17440	8	13.48	4.98															
										641.000	0.17446	8	13.48	4.98															
										641.200	0.17451	8	13.45	4.99															
										641.400	0.17455	8	13.48	4.99															
										641.600	0.17461	9	13.51	4.99															
										641.800	0.17468	9	13.60	4.99															
										642.000	0.17472	9	13.51	4.99															
										642.200	0.17475	8	13.45	4.99															
										642.400	0.17480	8	13.45	4.99															
										642.600	0.17486	9	13.54	5.00															
										642.800	0.17493	9	13.54	5.00															
										643.000	0.17498	9	13.57	5.00															
										643.200	0.17503	9	13.57	5.00															
										643.400	0.17507	9	13.54	5.00															
										643.600	0.17512	9	13.54	5.00															
										643.800	0.17517	9	13.51	5.00															
										644.000	0.17522	9	13.51	5.01															
										644.200	0.17527	9	13.51	5.01															
										644.400	0.17532	9	13.51	5.01															
										644.600	0.17538	8	13.48	5.01															
										644.800	0.17543	9	13.51	5.01															
										645.000	0.17548	8	13.48	5.01															
										645.200	0.17553	9	13.51	5.02															
										645.400	0.17557	8	13.48	5.02															
										645.600	0.17563	9	13.51	5.02															
										645.800	0.17569	9	13.60	5.02															
										646.000	0.17575	9	13.60	5.02															
										646.200	0.17581	10	13.63	5.02															
										646.400	0.17585	9	13.60	5.02															
										646.600	0.17591	10	13.63	5.03															
										646.800	0.17598	10	13.69	5.03															
										647.000	0.17603	10	13.66	5.03															
										647.200	0.17607	9	13.60	5.03															
										647.400	0.17612	9	13.60	5.03															
										647.600	0.17616	9	13.54	5.03															
										647.800	0.17620	8	13.48	5.03															
										648.000	0.17625	8	13.45	5.04															
										648.200	0.17630	9	13.51	5.04															
										648.400	0.17636	9	13.60	5.04															
										648.600	0.17641	9	13.54	5.04															
										648.800	0.17648	9	13.60	5.04															
										649.000	0.17656	10	13.72	5.04															
										649.200	0.17662	11	13.75	5.05															
										649.400	0.17666	10	13.66	5.05															
										649.600	0.17671	10	13.63	5.05															
										649.800	0.17677	10	13.66	5.05															
										650.000	0.17683	10	13.69	5.05															
										650.200	0.17689	10	13.69	5.05															
										650.400	0.17694	10	13.66	5.06															
										650.600	0.17698	10	13.63	5.06															
										650.800	0.17703	10	13.63	5.06															
										651.000	0.17707	9	13.57	5.06															
										651.200	0.17712	9	13.57	5.06															
										651.400	0.17718	10	13.66	5.06															
										651.600	0.17725	10	13.69	5.06															
										651.800	0.17732	11	13.78	5.07															
										652.000	0.17738	11	13.78	5.07															
										652.200	0.17743	11	13.75	5.07															
										652.400	0.17747	11	13.75	5.07															
										652.600	0.17752	11	13.75	5.07															
										652.800	0.17757	10	13.72	5.07															
										653.000	0.17762	10	13.69	5.07															
										653.200	0.17768	11	13.75	5.08															
										653.400	0.17772	10	13.72	5.08															
										653.600	0.17777	10	13.66	5.08															
										653.800	0.17782	10	13.66	5.08															
										654.000	0.17787	10	13.72	5.08															
										654.200	0.17792	10	13.72	5.08															
										654.400	0.17797	10	13.72	5.08															
										654.600	0.17803	10	13.72	5.09															
										654.800	0.17810	11	13.78	5.09															
										655.000	0.17814	10	13.72	5.09															
										655.200	0.17818	10	13.63	5.09															
										655.400	0.17822	10	13.66	5.09															
										655.600	0.17828	10	13.66	5.09															
										655.800	0.17832	10	13.69	5.09															
										656.000	0.17836	10	13.63	5.10															
										656.200	0.17841	10	13.63	5.10															
										656.400	0.17845	10	13.63	5.10															
										656.600	0.17852	10	13.72	5.10															
										656.800	0.17858	10	13.72	5.10															
										657.000	0.17863	10	13.72	5.10															
										657.200	0.17868	11	13.75	5.11															
										657.400	0.17873	11	13.75	5.11															
										657.600	0.17878	11	13.78	5.11															
										657.800	0.17883	11	13.78	5.11															
										658.000	0.17888	10	13.69	5.11															
										658.200	0.17891	10	13.69	5.11															
										658.400	0.17893	10	13.63	5.11															
										658.600	0.17894	8	13.45	5.11															
										658.800	0.17897	8	13.39	5.11															
										659.000	0.17902	8	13.42	5.11															
										659.200	0.17909	9	13.60	5.12															
										659.400	0.17915	10	13.69	5.12															
										659.600	0.17919	10	13.69	5.12															
										659.800	0.17923	10	13.63	5.12															
										660.000	0.17927	10	13.69	5.12															
										660.200	0.17933	11	13.75	5.12															
										660.400	0.17940	11	13.84	5.13															
										660.600	0.17945	12	13.87	5.13															
										660.800	0.17951	12	13.90	5.13															
										661.000	0.17955	12	13.87	5.13															
										661.200	0.17960	12	13.87	5.13															
										661.400	0.17964	11	13.84	5.13															
										661.600	0.17969	11	13.84	5.13															
										661.800	0.17974	11	13.81	5.14															
										662.000	0.17977	11	13.81	5.14															
										662.200	0.17982	11	13.75	5.14															
										662.400	0.17989	11	13.84	5.14															
										662.600	0.17996	13	13.99	5.14															
										662.800	0.18002	13	14.02	5.14															
										663.000	0.18007	12	13.96	5.14															
										663.200	0.18011	12	13.90	5.15															
										663.400	0.18016	12	13.90	5.15															
										663.600	0.18021	12	13.90	5.15															
										663.800	0.18027	13	13.99	5.15															
										664.000	0.18033	12	13.96	5.15															
										664.200	0.18039	13	13.99	5.15															
										664.400	0.18044	13	14.02	5.16															
										664.600	0.18050	13	14.02	5.16															
										664.800	0.18056	12	13.96	5.16															
										665.000	0.18062	12	13.96	5.16															
										665.200	0.18070	13	14.08	5.16															
										665.400	0.18076	13	14.11	5.16															
										665.600	0.18081	13	14.05	5.17															
										665.800	0.18086	13	13.99	5.17															
										666.000	0.18092	13	13.99	5.17															
										666.200	0.18097	12	13.96	5.17															
										666.400	0.18102	12	13.93	5.17															
										666.600	0.18109	12	13.96	5.17															
										666.800	0.18115	13	14.02	5.18															
										667.000	0.18121	13	13.99	5.18															
										667.200	0.18127	12	13.93	5.18															
										667.400	0.18132	12	13.93	5.18															
										667.600	0.18137	12	13.93	5.18															
										667.800	0.18142	12	13.93	5.18															
										668.000	0.18148	12	13.93	5.19															
										668.200	0.18152	11	13.84	5.19															
										668.400	0.18155	10	13.72	5.19															
										668.600	0.18160	10	13.72	5.19															
										668.800	0.18167	11	13.81	5.19															
										669.000	0.18173	11	13.84	5.19															
										669.200	0.18180	12	13.93	5.19															
										669.400	0.18185	12	13.93	5.20															
										669.600	0.18191	12	13.87	5.20															
										669.800	0.18195	11	13.84	5.20															
										670.000	0.18201	11	13.84	5.20															
										670.200	0.18207	11	13.84	5.20															
										670.400	0.18212	12	13.87	5.20															
										670.600	0.18218	11	13.84	5.21															
										670.800	0.18223	11	13.81	5.21															
										671.000	0.18229	11	13.84	5.21															
										671.200	0.18232	11	13.75	5.21															
										671.400	0.18235	9	13.60	5.21															
										671.600	0.18239	9	13.60	5.21															
										671.800	0.18246	10	13.63	5.21															
										672.000	0.18252	11	13.75	5.21															
										672.200	0.18258	11	13.78	5.22															
										672.400	0.18264	11	13.75	5.22															
										672.600	0.18268	10	13.69	5.22															
										672.800	0.18273	10	13.63	5.22															
										673.000	0.18279	10	13.69	5.22															
										673.200	0.18285	11	13.75	5.22															
										673.400	0.18290	10	13.72	5.23															
										673.600	0.18295	11	13.78	5.23															
										673.800	0.18301	10	13.72	5.23															
										674.000	0.18306	11	13.78	5.23															
										674.200	0.18312	11	13.75	5.23															
										674.400	0.18318	11	13.75	5.23															
