Time (s) Run #1	Position (m) Run #1	Force (N) Run #1	Stress (MPa) Run #1	Strain Run #1	Time (s) Run #2	Position (m) Run #2	Force (N) Run #2	Stress (MPa) Run #2	Strain Run #2	Time (s) Run #3	Position (m) Run #3	Force (N) Run #3	Stress (MPa) Run #3	Strain Run #3	Time (s) Run #4	Position (m) Run #4	Force (N) Run #4	Stress (MPa) Run #4	Strain Run #4	Time (s) Run #5	Position (m) Run #5	Force (N) Run #5	Stress (MPa) Run #5	Strain Run #5	Time (s) Run #6	Position (m) Run #6	Force (N) Run #6	Stress (MPa) Run #6	Strain Run #6
0.000	5.22745E-7	0	12.43	1.49E-5	0.000	4.80576E-7	0	12.46	1.37E-5	0.000	4.80576E-7	0	12.46	1.37E-5	0.000	4.38414E-7	0	12.49	1.25E-5	0.000	4.80576E-7	0	12.46	1.37E-5	0.000	5.22745E-7	0	12.43	1.49E-5
0.200	5.64920E-7	0	12.40	1.61E-5	0.200	4.38414E-7	0	12.49	1.25E-5	0.200	4.80576E-7	0	12.46	1.37E-5	0.200	4.80576E-7	0	12.46	1.37E-5	0.200	4.80576E-7	0	12.46	1.37E-5	0.200	5.22745E-7	0	12.43	1.49E-5
0.400	5.64920E-7	0	12.40	1.61E-5	0.400	4.38414E-7	0	12.49	1.25E-5	0.400	4.38414E-7	0	12.49	1.25E-5	0.400	5.22745E-7	0	12.43	1.49E-5	0.400	5.64920E-7	0	12.40	1.61E-5	0.400	5.64920E-7	0	12.40	1.61E-5
0.600	6.07101E-7	0	12.37	1.73E-5	0.600	4.38414E-7	0	12.49	1.25E-5	0.600	4.38414E-7	0	12.49	1.25E-5	0.600	5.22745E-7	0	12.43	1.49E-5	0.600	4.80576E-7	0	12.46	1.37E-5	0.600	6.07101E-7	0	12.37	1.73E-5
0.800	6.07101E-7	0	12.37	1.73E-5	0.800	3.96259E-7	1	12.52	1.13E-5	0.800	4.80576E-7	0	12.46	1.37E-5	0.800	5.22745E-7	0	12.43	1.49E-5	0.800	5.22745E-7	0	12.43	1.49E-5	0.800	5.22745E-7	0	12.43	1.49E-5
1.000	6.49289E-7	-1	12.34	1.86E-5	1.000	4.80576E-7	0	12.46	1.37E-5	1.000	5.22745E-7	0	12.43	1.49E-5	1.000	4.80576E-7	0	12.46	1.37E-5	1.000	5.22745E-7	0	12.43	1.49E-5	1.000	5.64920E-7	0	12.40	1.61E-5
1.200	6.49289E-7	-1	12.34	1.86E-5	1.200	4.38414E-7	0	12.49	1.25E-5	1.200	4.80576E-7	0	12.46	1.37E-5	1.200	4.80576E-7	0	12.46	1.37E-5	1.200	4.80576E-7	0	12.46	1.37E-5	1.200	5.64920E-7	0	12.40	1.61E-5
1.400	6.49289E-7	-1	12.34	1.86E-5						1.400	5.22745E-7	0	12.43	1.49E-5	1.400	4.80576E-7	0	12.46	1.37E-5	1.400	5.22745E-7	0	12.43	1.49E-5	1.400	5.22745E-7	0	12.43	1.49E-5
1.600	6.07101E-7	0	12.37	1.73E-5						1.600	5.64920E-7	0	12.40	1.61E-5	1.600	4.80576E-7	0	12.46	1.37E-5	1.600	5.22745E-7	0	12.43	1.49E-5	1.600	5.64920E-7	0	12.40	1.61E-5
1.800	6.49289E-7	-1	12.34	1.86E-5						1.800	5.64920E-7	0	12.40	1.61E-5	1.800	4.80576E-7	0	12.46	1.37E-5	1.800	5.64920E-7	0	12.40	1.61E-5	1.800	6.55700E-6	39	17.22	1.87E-4
2.000	3.06274E-6	0	12.43	8.75E-5						2.000	5.22745E-7	0	12.43	1.49E-5	2.000	5.22745E-7	0	12.43	1.49E-5	2.000	5.22745E-7	0	12.43	1.49E-5	2.000	1.29055E-5	203	37.64	3.69E-4
2.200	2.08038E-5	4	12.91	5.94E-4						2.200	5.22745E-7	0	12.43	1.49E-5	2.200	5.22745E-7	0	12.43	1.49E-5	2.200	5.22745E-7	0	12.43	1.49E-5	2.200	1.51070E-5	454	68.82	4.32E-4
2.400	4.39679E-5	9	13.60	0.00						2.400	5.22745E-7	0	12.43	1.49E-5	2.400	4.80576E-7	0	12.46	1.37E-5	2.400	4.38414E-7	0	12.49	1.25E-5	2.400	1.79034E-5	660	94.45	5.12E-4
2.600	7.26834E-5	16	14.41	0.00						2.600	5.22745E-7	0	12.43	1.49E-5	2.600	4.80576E-7	0	12.46	1.37E-5	2.600	4.80576E-7	0	12.46	1.37E-5	2.600	3.03135E-5	928	127.82	8.66E-4
2.800	9.83116E-5	22	15.16	0.00						2.800	4.38414E-7	0	12.49	1.25E-5	2.800	5.64920E-7	0	12.40	1.61E-5	2.800	8.14274E-6	0	12.43	2.33E-4	2.800	4.47664E-5	1316	176.01	0.00
3.000	1.14282E-4	25	15.55	0.00						3.000	5.64920E-7	0	12.40	1.61E-5	3.000	5.22745E-7	0	12.43	1.49E-5	3.000	9.83127E-5	0	12.43	0.00	3.000	6.86500E-5	1689	222.43	0.00
3.200	1.21694E-4	26	15.70	0.00						3.200	5.22745E-7	0	12.43	1.49E-5	3.200	5.22745E-7	0	12.43	1.49E-5	3.200	2.11893E-4	0	12.49	0.01	3.200	9.06130E-5	2182	283.76	0.00
3.400	1.27961E-4	27	15.76	0.00						3.400	2.51210E-6	0	12.37	7.18E-5	3.400	5.64920E-7	0	12.40	1.61E-5	3.400	3.18658E-4	0	12.43	0.01	3.400	1.14511E-4	2541	328.39	0.00
3.600	1.34145E-4	28	15.88	0.00						3.600	2.15230E-5	3	12.85	6.15E-4	3.600	5.64920E-7	0	12.40	1.61E-5	3.600	4.69111E-4	0	12.46	0.01	3.600	1.44996E-4	2930	376.70	0.00
3.800	1.40371E-4	28	15.97	0.00						3.800	4.73107E-5	8	13.48	0.00	3.800	5.22745E-7	0	12.43	1.49E-5	3.800	6.15796E-4	0	12.46	0.02	3.800	1.76219E-4	3029	389.06	0.01
4.000	1.47149E-4	30	16.12	0.00						4.000	7.25917E-5	13	14.02	0.00	4.000	4.80576E-7	0	12.46	1.37E-5	4.000	7.09141E-4	0	12.46	0.02	4.000	2.52922E-4	3051	391.84	0.01
4.200	1.55239E-4	31	16.24	0.00						4.200	1.00373E-4	17	14.59	0.00	4.200	5.22745E-7	0	12.43	1.49E-5	4.200	7.76366E-4	1	12.52	0.02	4.200	3.17391E-4	3056	392.44	0.01
4.400	1.62058E-4	32	16.35	0.00						4.400	1.30186E-4	21	15.07	0.00	4.400	4.80576E-7	0	12.46	1.37E-5	4.400	8.69161E-4	0	12.46	0.02	4.400	3.78434E-4	3126	401.12	0.01
4.600	1.68160E-4	33	16.53	0.00						4.600	1.66821E-4	26	15.67	0.00	4.600	4.80576E-7	0	12.46	1.37E-5	4.600	9.83503E-4	0	12.43	0.03	4.600	4.44193E-4	3171	406.75	0.01
4.800	1.73710E-4	34	16.65	0.00						4.800	2.07861E-4	31	16.30	0.01	4.800	4.80576E-7	0	12.46	1.37E-5	4.800	0.00108	0	12.49	0.03	4.800	4.95159E-4	3199	410.22	0.01
5.000	1.79854E-4	35	16.80	0.01						5.000	2.62709E-4	37	17.04	0.01	5.000	5.22745E-7	0	12.43	1.49E-5	5.000	0.00121	0	12.49	0.03	5.000	5.43661E-4	3246	416.08	0.02
5.200	1.85445E-4	36	16.89	0.01						5.200	3.17684E-4	42	17.70	0.01	5.200	5.64920E-7	0	12.40	1.61E-5	5.200	0.00129	0	12.46	0.04	5.200	5.74364E-4	3284	420.72	0.02
5.400	1.92265E-4	37	17.01	0.01						5.400	3.77579E-4	49	18.48	0.01						5.400	0.00135	0	12.46	0.04	5.400	6.21983E-4	3314	424.56	0.02
5.600	1.97139E-4	38	17.16	0.01						5.600	4.25430E-4	51	18.78	0.01						5.600	0.00142	0	12.46	0.04	5.600	6.73899E-4	3348	428.69	0.02
5.800	2.02055E-4	39	17.28	0.01						5.800	4.69513E-4	53	19.05	0.01						5.800	0.00150	0	12.49	0.04	5.800	7.16516E-4	3377	432.37	0.02
6.000	2.08364E-4	39	17.31	0.01						6.000	5.19946E-4	55	19.32	0.01						6.000	0.00158	0	12.43	0.05	6.000	7.63888E-4	3412	436.71	0.02
6.200	2.13361E-4	40	17.37	0.01						6.200	5.67881E-4	57	19.56	0.02						6.200	0.00167	0	12.46	0.05	6.200	8.13315E-4	3445	440.75	0.02
6.400	2.20141E-4	41	17.52	0.01						6.400	6.12087E-4	59	19.74	0.02						6.400	0.00178	0	12.46	0.05	6.400	8.70954E-4	3478	444.88	0.02
6.600	2.27044E-4	41	17.58	0.01						6.600	6.53875E-4	59	19.83	0.02						6.600	0.00191	0	12.43	0.05	6.600	9.18896E-4	3504	448.08	0.03
6.800	2.32471E-4	43	17.79	0.01						6.800	6.97568E-4	60	19.92	0.02						6.800	0.00203	0	12.46	0.06	6.800	9.66735E-4	3531	451.49	0.03
7.000	2.37510E-4	43	17.82	0.01						7.000	7.42410E-4	62	20.10	0.02						7.000	0.00212	0	12.43	0.06	7.000	9.97111E-4	3533	451.70	0.03
7.200	2.43696E-4	44	17.94	0.01						7.200	8.08639E-4	64	20.43	0.02						7.200	0.00221	0	12.46	0.06	7.200	0.00103	3586	458.32	0.03
7.400	2.48817E-4	44	17.91	0.01						7.400	8.64317E-4	65	20.58	0.02						7.400	0.00232	0	12.43	0.07	7.400	0.00108	3602	460.29	0.03
7.600	2.50681E-4	44	17.94	0.01						7.600	9.14401E-4	66	20.64	0.03						7.600	0.00241	0	12.43	0.07	7.600	0.00113	3627	463.44	0.03
7.800	2.52504E-4	45	18.00	0.01						7.800	9.69484E-4	67	20.75	0.03						7.800	0.00249	0	12.43	0.07	7.800	0.00118	3641	465.20	0.03
8.000	2.56396E-4	44	17.94	0.01						8.000	0.00103	68	20.93	0.03						8.000	0.00258	1	12.52	0.07	8.000	0.00122	3675	469.33	0.03
8.200	2.59489E-4	45	18.00	0.01						8.200	0.00109	69	21.05	0.03						8.200	0.00274	0	12.40	0.08	8.200	0.00127	3695	471.88	0.04
8.400	2.61906E-4	45	18.09	0.01						8.400	0.00114	68	20.93	0.03						8.400	0.00291	0	12.40	0.08	8.400	0.00132	3697	472.09	0.04
8.600	2.64569E-4	45	18.00	0.01						8.600	0.00119	69	20.99	0.03						8.600	0.00300	0	12.43	0.09	8.600	0.00136	3728	475.92	0.04
8.800	2.67621E-4	45	18.09	0.01						8.800	0.00123	69	21.02	0.04						8.800	0.00309	0	12.46	0.09	8.800	0.00140	3758	479.66	0.04
9.000	2.70755E-4	46	18.12	0.01						9.000	0.00127	68	20.90	0.04						9.000	0.00319	0	12.46	0.09	9.000	0.00144	3768	480.95	0.04
9.200	2.74483E-4	46	18.18	0.01						9.200	0.00132	69	20.96	0.04						9.200	0.00330	0	12.46	0.09	9.200	0.00148	3791	483.82	0.04
9.400	2.77576E-4	47	18.24	0.01						9.400	0.00137	69	21.05	0.04						9.400	0.00342	1	12.52	0.10	9.400	0.00152	3800	484.99	0.04
9.600	2.80751E-4	47	18.24	0.01						9.600	0.00142	70	21.08	0.04						9.600	0.00357	0	12.49	0.10	9.600	0.00157	3829	488.49	0.04
9.800	2.83926E-4	47	18.24	0.01						9.800	0.00146	69	20.99	0.04						9.800	0.00373	1	12.52	0.11	9.800	0.00162	3845	490.55	0.05
10.000	2.85237E-4	46	18.21	0.01						10.000	0.00150	68	20.93	0.04						10.000	0.00384	0	12.49	0.11	10.000	0.00168	3853	491.48	0.05
10.200	2.88802E-4	48	18.39	0.01						10.200	0.00153	68	20.84	0.04						10.200	0.00396	0	12.46	0.11	10.200	0.00174	3861	492.47	0.05
10.400	2.91977E-4	48	18.39	0.01						10.400	0.00158	69	21.02	0.05						10.400	0.00409	0	12.49	0.12	10.400	0.00177	3886	495.64	0.05
10.600	2.95828E-4	48	18.36	0.01						10.600	0.00163	69	21.05	0.05						10.600	0.00421	0	12.49	0.12	10.600	0.00179	3880	494.83	0.05
10.800	3.00027E-4	49	18.54	0.01						10.800	0.00167	69	21.02	0.05						10.800	0.00433	0	12.49	0.12	10.800	0.00185	3938	502.08	0.05
11.000	3.04431E-4	49	18.57	0.01						11.000	0.00171	68	20.93	0.05						11.000	0.00450	0	12.46	0.13	11.000	0.00189	3911	498.75	0.05
11.200	3.10065E-4	50	18.63	0.01						11.200	0.00175	68	20.87	0.05						11.200	0.00465	0	12.49	0.13	11.200	0.00195	3958	504.62	0.06
11.400	3.13035E-4	51	18.78	0.01						11.400	0.00179	69	20.99	0.05						11.400	0.00476	0	12.46	0.14	11.400	0.00201	3953	503.93	0.06
11.600	3.15616E-4	51	18.75	0.01						11.600	0.00184	69	20.96	0.05						11.600	0.00487	0	12.43	0.14	11.600	0.00208	3984	507.76	0.06
11.800	3.18750E-4	51	18.78	0.01						11.800	0.00188	68	20.93	0.05						11.800	0.00498	0	12.46	0.14	11.800	0.00215	3980	507.25	0.06
12.000	3.19467E-4	51	18.72	0.01						12.000	0.00192	67	20.81	0.05						12.000	0.00512	14	14.14	0.15	12.000	0.00219	4004	510.34	0.06
12.200	3.20860E-4	50	18.63	0.01						12.200	0.00197	68	20.93	0.06						12.200	0.00522	454	68.85	0.15	12.200	0.00222	3989	508.48	0.06
12.400	3.24670E-4	50	18.63	0.01						12.400	0.00202	68	20.93	0.06						12.400	0.00523	1349	180.20	0.15	12.400	0.00227	4058	517.01	0.06
12.600	3.25776E-4	51	18.75	0.01						12.600	0.00207	70	21.08	0.06						12.600	0.00522	1551	205.34	0.15	12.600	0.00232	4032	513.72	0.07
12.800	3.29464E-4	52	18.84	0.01						12.800	0.00212	70	21.08	0.06						12.800	0.00523	1579	208.72	0.15	12.800	0.00236	4050	515.96	0.07
13.000	3.32720E-4	51	18.78	0.01						13.000	0.00217	69	21.05	0.06						13.000	0.00525	1829	239.91	0.15	13.000	0.00240	4037	514.41	0.07
13.200	3.35895E-4	51	18.78	0.01						13.200	0.00222	69	21.02	0.06						13.200	0.00525	1994	260.35	0.15	13.200	0.00243	4074	518.99	0.07
13.400	3.37002E-4	52	18.90	0.01						13.400	0.00227	70	21.08	0.06						13.400	0.00525	2032	265.11	0.15	13.400	0.00247	4087	520.66	0.07
13.600	3.38907E-4	52	18.90	0.01						13.600	0.00232	69	20.99	0.07						13.600	0.00525	2029	264.72	0.15	13.600	0.00251	4089	520.90	0.07
13.800	3.42758E-4	52	18.87	0.01						13.800	0.00236	68	20.87	0.07						13.800	0.00525	2026	264.30	0.15	13.800	0.00255	4078	519.53	0.07
14.000	3.45298E-4	52	18.87	0.01						14.000	0.00240	67	20.72	0.07						14.000	0.00525	2024	264.09	0.15	14.000	0.00259	4083	520.15	0.07
14.200	3.50809E-4	53	19.02	0.01						14.200	0.00245	60	19.95	0.07						14.200	0.00525	2023	263.91	0.15	14.200	0.00264	4114	523.96	0.08
14.400	3.55172E-4	53	19.08	0.01						14.400	0.00249	65	20.55	0.07						14.400	0.00525	2021	263.77	0.15	14.400	0.00267	4097	521.86	0.08
14.600	3.60212E-4	54	19.11	0.01						14.600	0.00253	66	20.61	0.07						14.600	0.00525	2020	263.65	0.15	14.600	0.00271	4117	524.29	0.08
14.800	3.64494E-4	55	19.23	0.01						14.800	0.00256	65	20.46	0.07						14.800	0.00525	2020	263.56	0.15	14.800	0.00275	4127	525.54	0.08
15.000	3.71153E-4	57	19.47	0.01						15.000	0.00260	64	20.43	0.07						15.000	0.00525	2020	263.56	0.15	15.000	0.00279	4130	525.99	0.08
15.200	3.72586E-4	56	19.35	0.01						15.200	0.00264	65	20.52	0.08						15.200	0.00525	2019	263.47	0.15	15.200	0.00283	4136	526.74	0.08
15.400	3.74613E-4	55	19.26	0.01						15.400	0.00269	65	20.55	0.08						15.400	0.00525	2018	263.41	0.15	15.400	0.00290	4133	526.32	0.08
15.600	3.75761E-4	56	19.35	0.01						15.600	0.00274	64	20.34	0.08						15.600	0.00525	2017	263.20	0.15	15.600	0.00296	4143	527.52	0.08
15.800	3.82624E-4	56	19.44	0.01						15.800	0.00280	65	20.58	0.08						15.800	0.00525	2000	261.16	0.15	15.800	0.00301	4160	529.70	0.09
16.000	3.90675E-4	58	19.59	0.01						16.000	0.00285	65	20.58	0.08						16.000	0.00522	1615	213.18	0.15	16.000	0.00305	4146	527.97	0.09
16.200	3.98727E-4	59	19.74	0.01						16.200	0.00292	67	20.78	0.08						16.200	0.00518	829	115.49	0.15	16.200	0.00310	4172	531.14	0.09
16.400	4.03644E-4	60	19.86	0.01						16.400	0.00298	65	20.58	0.09						16.400	0.00512	46	18.12	0.15	16.400	0.00316	4154	528.98	0.09
16.600	4.05036E-4	59	19.77	0.01						16.600	0.00302	64	20.37	0.09						16.600	0.00497	1	12.58	0.14	16.600	0.00320	4164	530.15	0.09
16.800	4.09954E-4	60	19.89	0.01						16.800	0.00306	63	20.31	0.09						16.800	0.00486	1	12.52	0.14	16.800	0.00323	4155	529.01	0.09
17.000	4.13804E-4	60	19.86	0.01						17.000	0.00311	64	20.40	0.09						17.000	0.00476	1	12.52	0.14	17.000	0.00326	4182	532.40	0.09
17.200	4.18168E-4	60	19.92	0.01						17.200	0.00316	63	20.25	0.09						17.200	0.00466	1	12.52	0.13	17.200	0.00331	4200	534.64	0.09
17.400	4.28004E-4	62	20.16	0.01						17.400	0.00319	61	20.07	0.09						17.400	0.00461	0	12.49	0.13	17.400	0.00336	4185	532.85	0.10
17.600	4.35543E-4	63	20.22	0.01						17.600	0.00323	60	19.86	0.09						17.600	0.00460	1	12.55	0.13	17.600	0.00341	4177	531.77	0.10
17.800	4.41690E-4	64	20.37	0.01						17.800	0.00328	61	19.98	0.09						17.800	0.00460	1	12.55	0.13	17.800	0.00345	4176	531.68	0.10
18.000	4.47999E-4	64	20.40	0.01						18.000	0.00333	61	20.01	0.10						18.000	0.00460	1	12.58	0.13	18.000	0.00348	4171	531.02	0.10
18.200	4.55417E-4	65	20.55	0.01						18.200	0.00338	60	19.92	0.10						18.200	0.00461	1	12.52	0.13	18.200	0.00350	4139	527.07	0.10
18.400	4.61686E-4	66	20.61	0.01						18.400	0.00342	59	19.80	0.10						18.400	0.00463	1	12.55	0.13	18.400	0.00355	4179	532.01	0.10
18.600	4.67280E-4	66	20.69	0.01						18.600	0.00347	59	19.83	0.10						18.600	0.00465	1	12.58	0.13	18.600	0.00360	4180	532.16	0.10
18.800	4.72279E-4	67	20.75	0.01						18.800	0.00352	58	19.65	0.10						18.800	0.00467	1	12.58	0.13	18.800	0.00365	4172	531.20	0.10
19.000	4.80372E-4	68	20.87	0.01						19.000	0.00357	57	19.56	0.10						19.000	0.00469	1	12.55	0.13	19.000	0.00368	4202	534.97	0.11
19.200	4.91046E-4	69	20.96	0.01						19.200	0.00361	57	19.53	0.10						19.200	0.00473	1	12.52	0.14	19.200	0.00374	4190	533.38	0.11
19.400	4.97154E-4	70	21.14	0.01						19.400	0.00366	56	19.44	0.10						19.400	0.00475	1	12.58	0.14	19.400	0.00380	4193	533.83	0.11
19.600	5.04814E-4	70	21.11	0.01						19.600	0.00372	56	19.38	0.11						19.600	0.00476	1	12.55	0.14	19.600	0.00386	4201	534.82	0.11
19.800	5.11043E-4	71	21.20	0.01						19.800	0.00377	55	19.26	0.11						19.800	0.00479	1	12.55	0.14	19.800	0.00390	4189	533.35	0.11
20.000	5.15367E-4	71	21.29	0.01						20.000	0.00381	53	18.99	0.11						20.000	0.00481	1	12.55	0.14	20.000	0.00394	4192	533.68	0.11
20.200	5.22352E-4	71	21.29	0.01						20.200	0.00383	50	18.63	0.11						20.200	0.00484	1	12.55	0.14	20.200	0.00398	4170	530.99	0.11
20.400	5.30486E-4	72	21.38	0.02						20.400	0.00386	48	18.45	0.11						20.400	0.00486	1	12.58	0.14	20.400	0.00402	4165	530.33	0.11
20.600	5.36675E-4	73	21.50	0.02						20.600	0.00390	48	18.45	0.11						20.600	0.00488	1	12.58	0.14	20.600	0.00406	4134	526.41	0.12
20.800	5.42904E-4	74	21.59	0.02						20.800	0.00394	49	18.51	0.11						20.800	0.00489	1	12.55	0.14	20.800	0.00410	4094	521.44	0.12
21.000	5.50998E-4	75	21.71	0.02						21.000	0.00399	49	18.48	0.11						21.000	0.00491	1	12.55	0.14	21.000	0.00415	4058	516.95	0.12
21.200	5.57903E-4	75	21.77	0.02						21.200	0.00403	47	18.27	0.12						21.200	0.00492	1	12.58	0.14	21.200	0.00471	-69	3.84	0.13
21.400	5.64848E-4	75	21.80	0.02						21.400	0.00407	46	18.12	0.12						21.400	0.00493	1	12.58	0.14	21.400	0.00473	-76	3.04	0.14
21.600	5.72267E-4	77	21.95	0.02						21.600	0.00411	45	18.09	0.12						21.600	0.00494	1	12.55	0.14	21.600	0.00472	-76	2.98	0.13
21.800	5.79372E-4	76	21.86	0.02						21.800	0.00416	45	18.09	0.12						21.800	0.00496	1	12.58	0.14	21.800	0.00477	-76	2.98	0.14
22.000	5.84372E-4	76	21.92	0.02						22.000	0.00420	43	17.79	0.12						22.000	0.00498	1	12.55	0.14	22.000	0.00479	-76	2.98	0.14
22.200	5.90047E-4	77	21.95	0.02						22.200	0.00424	41	17.58	0.12						22.200	0.00499	1	12.52	0.14	22.200	0.00481	-76	3.04	0.14
22.400	5.99411E-4	78	22.07	0.02						22.400	0.00427	40	17.40	0.12						22.400	0.00501	1	12.58	0.14	22.400	0.00482	-76	2.98	0.14
22.600	6.07506E-4	78	22.19	0.02						22.600	0.00432	40	17.37	0.12						22.600	0.00503	1	12.55	0.14	22.600	0.00482	-76	3.01	0.14
22.800	6.12545E-4	79	22.22	0.02						22.800	0.00437	39	17.34	0.12						22.800	0.00505	1	12.52	0.14	22.800	0.00482	-76	3.01	0.14
23.000	6.18775E-4	79	22.31	0.02						23.000	0.00442	39	17.22	0.13						23.000	0.00507	1	12.55	0.14	23.000	0.00482	-76	3.01	0.14
23.200	6.23260E-4	79	22.28	0.02						23.200	0.00447	39	17.25	0.13						23.200	0.00508	9	13.51	0.15	23.200	0.00482	-76	2.98	0.14
23.400	6.26435E-4	79	22.28	0.02						23.400	0.00453	38	17.10	0.13						23.400	0.00509	11	13.84	0.15	23.400	0.00482	-76	3.01	0.14
23.600	6.33895E-4	80	22.40	0.02						23.600	0.00458	36	16.92	0.13						23.600	0.00509	12	13.87	0.15	23.600	0.00482	-76	3.01	0.14
23.800	6.42705E-4	81	22.46	0.02						23.800	0.00464	35	16.83	0.13						23.800	0.00510	13	14.11	0.15	23.800	0.00482	-76	2.98	0.14
24.000	6.50124E-4	82	22.61	0.02						24.000	0.00468	33	16.56	0.13						24.000	0.00511	16	14.38	0.15	24.000	0.00482	-76	2.98	0.14
24.200	6.55284E-4	81	22.55	0.02						24.200	0.00472	31	16.30	0.13						24.200	0.00512	18	14.71	0.15	24.200	0.00482	-76	3.01	0.14
24.400	6.59689E-4	82	22.58	0.02						24.400	0.00477	30	16.18	0.14						24.400	0.00512	19	14.77	0.15	24.400	0.00482	-76	2.95	0.14
24.600	6.67864E-4	82	22.64	0.02						24.600	0.00481	29	16.03	0.14						24.600	0.00513	20	14.98	0.15	24.600	0.00482	-76	2.98	0.14
24.800	6.77109E-4	84	22.85	0.02						24.800	0.00485	28	15.88	0.14						24.800	0.00513	21	15.10	0.15	24.800	0.00482	-76	3.01	0.14
25.000	6.84689E-4	84	22.88	0.02						25.000	0.00489	27	15.76	0.14						25.000	0.00513	22	15.16	0.15	25.000	0.00482	-76	3.01	0.14
25.200	6.92824E-4	85	22.97	0.02						25.200	0.00493	25	15.58	0.14						25.200	0.00514	24	15.43	0.15	25.200	0.00482	-76	3.01	0.14
25.400	6.99809E-4	85	22.97	0.02						25.400	0.00498	25	15.58	0.14						25.400	0.00514	25	15.58	0.15	25.400	0.00482	-76	3.01	0.14
25.600	7.06634E-4	86	23.09	0.02						25.600	0.00504	27	15.76	0.14						25.600	0.00516	32	16.35	0.15	25.600	0.00482	-76	3.01	0.14
25.800	7.13499E-4	86	23.18	0.02						25.800	0.00509	26	15.61	0.15						25.800	0.00518	80	22.37	0.15	25.800	0.00482	-76	2.98	0.14
26.000	7.21199E-4	86	23.12	0.02						26.000	0.00514	24	15.46	0.15						26.000	0.00518	182	35.03	0.15					
26.200	7.27945E-4	87	23.30	0.02						26.200	0.00519	23	15.25	0.15						26.200	0.00518	234	41.56	0.15					
26.400	7.35485E-4	88	23.36	0.02						26.400	0.00524	22	15.22	0.15						26.400	0.00518	240	42.31	0.15					
26.600	7.45525E-4	89	23.45	0.02						26.600	0.00530	23	15.25	0.15						26.600	0.00518	251	43.62	0.15					
26.800	7.55486E-4	90	23.60	0.02						26.800	0.00535	20	14.95	0.15						26.800	0.00518	250	43.56	0.15					
27.000	7.66876E-4	90	23.63	0.02						27.000	0.00540	20	14.89	0.15						27.000	0.00518	249	43.35	0.15					
27.200	7.71321E-4	90	23.63	0.02						27.200	0.00546	19	14.83	0.16						27.200	0.00518	228	40.78	0.15					
27.400	7.75886E-4	89	23.54	0.02						27.400	0.00550	18	14.71	0.16						27.400	0.00518	157	32.01	0.15					
27.600	7.88347E-4	91	23.72	0.02						27.600	0.00554	16	14.47	0.16						27.600	0.00516	33	16.50	0.15					
27.800	7.98863E-4	92	23.93	0.02						27.800	0.00558	15	14.29	0.16						27.800	0.00509	9	13.60	0.15					
28.000	8.08308E-4	93	23.99	0.02						28.000	0.00563	15	14.29	0.16						28.000	0.00505	1	12.52	0.14					
28.200	8.10333E-4	92	23.90	0.02						28.200	0.00567	14	14.23	0.16						28.200	0.00501	1	12.52	0.14					
28.400	8.16723E-4	92	23.87	0.02						28.400	0.00571	13	14.05	0.16						28.400	0.00498	1	12.52	0.14					
28.600	8.30374E-4	94	24.11	0.02						28.600	0.00575	12	13.93	0.16						28.600	0.00495	0	12.46	0.14					
28.800	8.39740E-4	95	24.23	0.02						28.800	0.00581	13	14.02	0.17						28.800	0.00493	0	12.46	0.14					
29.000	8.44860E-4	95	24.20	0.02						29.000	0.00585	13	13.99	0.17						29.000	0.00491	0	12.46	0.14					
29.200	8.48194E-4	94	24.08	0.02						29.200	0.00590	11	13.78	0.17						29.200	0.00488	0	12.49	0.14					
29.400	8.52599E-4	94	24.11	0.02						29.400	0.00595	12	13.90	0.17						29.400	0.00484	1	12.52	0.14					
29.600	8.60219E-4	94	24.11	0.02						29.600	0.00599	11	13.75	0.17						29.600	0.00482	0	12.49	0.14					
29.800	8.65815E-4	95	24.20	0.02						29.800	0.00604	10	13.69	0.17						29.800	0.00482	0	12.49	0.14					
30.000	8.70300E-4	94	24.17	0.02						30.000	0.00609	11	13.75	0.17						30.000	0.00482	1	12.52	0.14					
30.200	8.76015E-4	94	24.17	0.03						30.200	0.00613	9	13.60	0.18						30.200	0.00484	1	12.58	0.14					
30.400	8.81611E-4	95	24.26	0.03						30.400	0.00617	9	13.57	0.18						30.400	0.00485	1	12.52	0.14					
30.600	8.87326E-4	95	24.26	0.03						30.600	0.00622	9	13.60	0.18						30.600	0.00487	1	12.55	0.14					
30.800	8.92961E-4	96	24.32	0.03						30.800	0.00627	7	13.33	0.18						30.800	0.00488	1	12.52	0.14					
31.000	8.99351E-4	95	24.29	0.03						31.000	0.00631	7	13.27	0.18						31.000	0.00490	1	12.55	0.14					
31.200	9.05106E-4	95	24.26	0.03						31.200	0.00636	8	13.39	0.18						31.200	0.00491	1	12.55	0.14					
31.400	9.12448E-4	97	24.47	0.03						31.400	0.00640	6	13.15	0.18						31.400	0.00492	1	12.55	0.14					
31.600	9.19512E-4	96	24.41	0.03						31.600	0.00644	7	13.30	0.18						31.600	0.00493	1	12.52	0.14					
31.800	9.28244E-4	97	24.53	0.03						31.800	0.00650	8	13.39	0.19						31.800	0.00494	1	12.55	0.14					
32.000	9.33244E-4	98	24.59	0.03						32.000	0.00654	8	13.42	0.19						32.000	0.00495	1	12.58	0.14					
32.200	9.34157E-4	96	24.38	0.03						32.200	0.00658	6	13.21	0.19						32.200	0.00495	1	12.52	0.14					
