5	320	80
10	640	80
15	1.36e3	0.8e3
20	2.12e3	0.04e3
25	2.88e3	0.08e3
30	3.44e3	0.08e3
35	3.88e3	0.04e3
40	4.20e3	0.04e3
45	4.36e3	0.04e3
50	4.44e3	0.04e3
55	4.44e3	0.04e3
60	4.52e3	0.04e3
70	4.52e3	0.04e3
80	4.52e3	0.04e3
90	4.52e3	0.04e3
100 	4.52e3	0.04e3
110	4.52e3	0.04e3
120	4.52e3	0.04e3
150	4.52e3	0.04e3
200	4.44e3	0.04e3
250	4.44e3	0.04e3
300	4.40e3	0.08e3
350	4.40e3	0.08e3
550	4.36e3	0.04e3
650	4.36e3	0.04e3
850	4.28e3	0.04e3
1000	4.20e3	0.04e3
