x-axis,CH2
second,Volt
3.6300e-03,4.6000e-02
3.6350e-03,4.6000e-02
3.6400e-03,4.6000e-02
3.6450e-03,4.6000e-02
3.6500e-03,4.6000e-02
3.6550e-03,4.6000e-02
3.6600e-03,4.6000e-02
3.6650e-03,4.6000e-02
3.6700e-03,4.6000e-02
3.6750e-03,4.6000e-02
3.6800e-03,4.6000e-02
3.6850e-03,4.6000e-02
3.6900e-03,4.6000e-02
3.6950e-03,4.6000e-02
3.7000e-03,4.6000e-02
3.7050e-03,4.6000e-02
3.7100e-03,4.6000e-02
3.7150e-03,4.6000e-02
3.7200e-03,4.6000e-02
3.7250e-03,4.6000e-02
3.7300e-03,4.6000e-02
3.7350e-03,4.6000e-02
3.7400e-03,4.6000e-02
3.7450e-03,4.6000e-02
3.7500e-03,4.6000e-02
3.7550e-03,4.6000e-02
3.7600e-03,4.6000e-02
3.7650e-03,4.6000e-02
3.7700e-03,4.6000e-02
3.7750e-03,4.6000e-02
3.7800e-03,4.6000e-02
3.7850e-03,4.6000e-02
3.7900e-03,4.6000e-02
3.7950e-03,4.6000e-02
3.8000e-03,4.6000e-02
3.8050e-03,4.6000e-02
3.8100e-03,4.6000e-02
3.8150e-03,4.6000e-02
3.8200e-03,4.6000e-02
3.8250e-03,4.6000e-02
3.8300e-03,4.6000e-02
3.8350e-03,4.6000e-02
3.8400e-03,4.6000e-02
3.8450e-03,4.6000e-02
3.8500e-03,4.6000e-02
3.8550e-03,4.6000e-02
3.8600e-03,4.6000e-02
3.8650e-03,4.6000e-02
3.8700e-03,4.6000e-02
3.8750e-03,4.6000e-02
3.8800e-03,4.6000e-02
3.8850e-03,4.6000e-02
3.8900e-03,4.6000e-02
3.8950e-03,4.6000e-02
3.9000e-03,4.6000e-02
3.9050e-03,4.6000e-02
3.9100e-03,4.6000e-02
3.9150e-03,4.6000e-02
3.9200e-03,4.6000e-02
3.9250e-03,4.6000e-02
3.9300e-03,4.6000e-02
3.9350e-03,4.6000e-02
3.9400e-03,4.6000e-02
3.9450e-03,4.6000e-02
3.9500e-03,4.6000e-02
3.9550e-03,4.6000e-02
3.9600e-03,4.6000e-02
3.9650e-03,4.6000e-02
3.9700e-03,4.6000e-02
3.9750e-03,4.6000e-02
3.9800e-03,4.6000e-02
3.9850e-03,4.6000e-02
3.9900e-03,4.6000e-02
3.9950e-03,4.6000e-02
4.0000e-03,4.6000e-02
4.0050e-03,4.6000e-02
4.0100e-03,4.6000e-02
4.0150e-03,4.6000e-02
4.0200e-03,4.6000e-02
4.0250e-03,4.6000e-02
4.0300e-03,4.6000e-02
4.0350e-03,4.6000e-02
4.0400e-03,4.6000e-02
4.0450e-03,4.6000e-02
4.0500e-03,4.6000e-02
4.0550e-03,4.6000e-02
4.0600e-03,4.6000e-02
4.0650e-03,4.6000e-02
4.0700e-03,4.6000e-02
4.0750e-03,4.6000e-02
4.0800e-03,4.6000e-02
4.0850e-03,4.6000e-02
4.0900e-03,4.6000e-02
4.0950e-03,4.6000e-02
4.1000e-03,4.6000e-02
4.1050e-03,4.6000e-02
4.1100e-03,4.6000e-02
4.1150e-03,4.6000e-02
4.1200e-03,4.6000e-02
4.1250e-03,4.6000e-02
4.1300e-03,4.6000e-02
4.1350e-03,4.6000e-02
4.1400e-03,4.6000e-02
4.1450e-03,4.6000e-02
4.1500e-03,4.6000e-02
4.1550e-03,4.6000e-02
4.1600e-03,4.6000e-02
4.1650e-03,4.6000e-02
4.1700e-03,4.6000e-02
4.1750e-03,4.6000e-02
4.1800e-03,4.6000e-02
4.1850e-03,4.6000e-02
4.1900e-03,4.6000e-02
4.1950e-03,4.6000e-02
4.2000e-03,4.6000e-02
4.2050e-03,4.6000e-02
4.2100e-03,4.6000e-02
4.2150e-03,4.6000e-02
4.2200e-03,4.6000e-02
4.2250e-03,4.6000e-02
4.2300e-03,4.6000e-02
4.2350e-03,4.6000e-02
4.2400e-03,4.6000e-02
4.2450e-03,4.6000e-02
4.2500e-03,4.6000e-02
4.2550e-03,4.6000e-02
4.2600e-03,4.6000e-02
4.2650e-03,4.6000e-02
4.2700e-03,4.6000e-02
4.2750e-03,4.6000e-02
4.2800e-03,4.6000e-02
4.2850e-03,4.6000e-02
4.2900e-03,4.6000e-02
4.2950e-03,4.6000e-02
4.3000e-03,4.6000e-02
4.3050e-03,4.6000e-02
4.3100e-03,4.6000e-02
4.3150e-03,4.6000e-02
4.3200e-03,4.6000e-02
4.3250e-03,4.6000e-02
4.3300e-03,4.6000e-02
4.3350e-03,4.6000e-02
4.3400e-03,4.6000e-02
4.3450e-03,4.6000e-02
4.3500e-03,4.6000e-02
4.3550e-03,4.6000e-02
4.3600e-03,4.6000e-02
4.3650e-03,4.6000e-02
4.3700e-03,4.6000e-02
4.3750e-03,4.6000e-02
4.3800e-03,4.6000e-02
4.3850e-03,4.6000e-02
4.3900e-03,4.6000e-02
4.3950e-03,4.6000e-02
4.4000e-03,4.6000e-02
4.4050e-03,4.6000e-02
4.4100e-03,4.6000e-02
4.4150e-03,4.6000e-02
4.4200e-03,4.6000e-02
4.4250e-03,4.6000e-02
4.4300e-03,4.6000e-02
4.4350e-03,4.6000e-02
4.4400e-03,4.6000e-02
4.4450e-03,4.6000e-02
4.4500e-03,4.6000e-02
4.4550e-03,4.6000e-02
4.4600e-03,4.6000e-02
4.4650e-03,4.6000e-02
4.4700e-03,4.6000e-02
4.4750e-03,4.6000e-02
4.4800e-03,4.6000e-02
4.4850e-03,4.6000e-02
4.4900e-03,4.6000e-02
4.4950e-03,4.6000e-02
4.5000e-03,4.6000e-02
4.5050e-03,4.6000e-02
4.5100e-03,4.6000e-02
4.5150e-03,4.6000e-02
4.5200e-03,4.6000e-02
4.5250e-03,4.6000e-02
4.5300e-03,4.6000e-02
4.5350e-03,4.6000e-02
4.5400e-03,4.6000e-02
4.5450e-03,4.6000e-02
4.5500e-03,4.6000e-02
4.5550e-03,4.6000e-02
4.5600e-03,4.6000e-02
4.5650e-03,4.6000e-02
4.5700e-03,4.6000e-02
4.5750e-03,4.6000e-02
4.5800e-03,4.6000e-02
4.5850e-03,4.6000e-02
4.5900e-03,4.6000e-02
4.5950e-03,4.6000e-02
4.6000e-03,4.6000e-02
4.6050e-03,4.6000e-02
4.6100e-03,4.6000e-02
4.6150e-03,4.6000e-02
4.6200e-03,4.6000e-02
4.6250e-03,4.6000e-02
4.6300e-03,4.6000e-02
4.6350e-03,4.6000e-02
4.6400e-03,4.6000e-02
4.6450e-03,4.6000e-02
4.6500e-03,4.6000e-02
4.6550e-03,4.6000e-02
4.6600e-03,4.6000e-02
4.6650e-03,4.6000e-02
4.6700e-03,4.6000e-02
4.6750e-03,4.6000e-02
4.6800e-03,4.6000e-02
4.6850e-03,4.6000e-02
4.6900e-03,4.6000e-02
4.6950e-03,4.6000e-02
4.7000e-03,4.6000e-02
4.7050e-03,4.6000e-02
4.7100e-03,4.6000e-02
4.7150e-03,4.6000e-02
4.7200e-03,4.6000e-02
4.7250e-03,4.6000e-02
4.7300e-03,4.6000e-02
4.7350e-03,4.6000e-02
4.7400e-03,4.6000e-02
4.7450e-03,4.6000e-02
4.7500e-03,4.6000e-02
4.7550e-03,4.6000e-02
4.7600e-03,4.6000e-02
4.7650e-03,4.6000e-02
4.7700e-03,4.6000e-02
4.7750e-03,4.6000e-02
4.7800e-03,4.6000e-02
4.7850e-03,4.6000e-02
4.7900e-03,4.6000e-02
4.7950e-03,4.6000e-02
4.8000e-03,4.6000e-02
4.8050e-03,4.6000e-02
4.8100e-03,4.6000e-02
4.8150e-03,4.6000e-02
4.8200e-03,4.6000e-02
4.8250e-03,4.6000e-02
4.8300e-03,4.6000e-02
4.8350e-03,4.6000e-02
4.8400e-03,4.6000e-02
4.8450e-03,4.6000e-02
4.8500e-03,4.6000e-02
4.8550e-03,4.6000e-02
4.8600e-03,4.6000e-02
4.8650e-03,4.6000e-02
4.8700e-03,4.6000e-02
4.8750e-03,4.6000e-02
4.8800e-03,4.6000e-02
4.8850e-03,4.6000e-02
4.8900e-03,4.6000e-02
4.8950e-03,4.6000e-02
4.9000e-03,4.6000e-02
4.9050e-03,4.6000e-02
4.9100e-03,4.6000e-02
4.9150e-03,4.6000e-02
4.9200e-03,4.6000e-02
4.9250e-03,4.6000e-02
4.9300e-03,4.6000e-02
4.9350e-03,4.6000e-02
4.9400e-03,4.6000e-02
4.9450e-03,4.6000e-02
4.9500e-03,4.6000e-02
4.9550e-03,4.6000e-02
4.9600e-03,4.6000e-02
4.9650e-03,4.6000e-02
4.9700e-03,4.6000e-02
4.9750e-03,4.6000e-02
4.9800e-03,4.6000e-02
4.9850e-03,4.6000e-02
4.9900e-03,4.6000e-02
4.9950e-03,4.6000e-02
5.0000e-03,4.6000e-02
5.0050e-03,4.6000e-02
5.0100e-03,4.6000e-02
5.0150e-03,4.6000e-02
5.0200e-03,4.6000e-02
5.0250e-03,4.6000e-02
5.0300e-03,4.6000e-02
5.0350e-03,4.6000e-02
5.0400e-03,4.6000e-02
5.0450e-03,4.6000e-02
5.0500e-03,4.6000e-02
5.0550e-03,4.6000e-02
5.0600e-03,4.6000e-02
5.0650e-03,4.6000e-02
5.0700e-03,4.6000e-02
5.0750e-03,4.6000e-02
5.0800e-03,4.6000e-02
5.0850e-03,4.6000e-02
5.0900e-03,4.6000e-02
5.0950e-03,4.6000e-02
5.1000e-03,4.6000e-02
5.1050e-03,4.6000e-02
5.1100e-03,4.6000e-02
5.1150e-03,4.6000e-02
5.1200e-03,4.6000e-02
5.1250e-03,4.6000e-02
5.1300e-03,4.6000e-02
5.1350e-03,4.6000e-02
5.1400e-03,4.6000e-02
5.1450e-03,4.6000e-02
5.1500e-03,4.6000e-02
5.1550e-03,4.6000e-02
5.1600e-03,4.6000e-02
5.1650e-03,4.6000e-02
5.1700e-03,4.6000e-02
5.1750e-03,4.6000e-02
5.1800e-03,4.6000e-02
5.1850e-03,4.6000e-02
5.1900e-03,4.6000e-02
5.1950e-03,4.6000e-02
5.2000e-03,4.6000e-02
5.2050e-03,4.6000e-02
5.2100e-03,4.6000e-02
5.2150e-03,4.6000e-02
5.2200e-03,4.6000e-02
5.2250e-03,4.6000e-02
5.2300e-03,4.6000e-02
5.2350e-03,4.6000e-02
5.2400e-03,4.6000e-02
5.2450e-03,4.6000e-02
5.2500e-03,4.6000e-02
5.2550e-03,4.6000e-02
5.2600e-03,4.6000e-02
5.2650e-03,4.6000e-02
5.2700e-03,4.6000e-02
5.2750e-03,4.6000e-02
5.2800e-03,4.6000e-02
5.2850e-03,4.6000e-02
5.2900e-03,4.6000e-02
5.2950e-03,4.6000e-02
5.3000e-03,4.6000e-02
5.3050e-03,4.6000e-02
5.3100e-03,4.6000e-02
5.3150e-03,4.6000e-02
5.3200e-03,4.6000e-02
5.3250e-03,4.6000e-02
5.3300e-03,4.6000e-02
5.3350e-03,4.6000e-02
5.3400e-03,4.6000e-02
5.3450e-03,4.6000e-02
5.3500e-03,4.6000e-02
5.3550e-03,4.6000e-02
5.3600e-03,4.6000e-02
5.3650e-03,4.6000e-02
5.3700e-03,4.6000e-02
5.3750e-03,4.6000e-02
5.3800e-03,4.6000e-02
5.3850e-03,4.6000e-02
5.3900e-03,4.6000e-02
5.3950e-03,4.6000e-02
5.4000e-03,4.6000e-02
5.4050e-03,4.6000e-02
5.4100e-03,4.6000e-02
5.4150e-03,4.6000e-02
5.4200e-03,4.6000e-02
5.4250e-03,4.6000e-02
5.4300e-03,4.6000e-02
5.4350e-03,4.6000e-02
5.4400e-03,4.6000e-02
5.4450e-03,4.6000e-02
5.4500e-03,4.6000e-02
5.4550e-03,4.6000e-02
5.4600e-03,4.6000e-02
5.4650e-03,4.6000e-02
5.4700e-03,4.6000e-02
5.4750e-03,4.6000e-02
5.4800e-03,4.6000e-02
5.4850e-03,4.6000e-02
5.4900e-03,4.6000e-02
5.4950e-03,4.6000e-02
5.5000e-03,4.6000e-02
5.5050e-03,4.6000e-02
5.5100e-03,4.6000e-02
5.5150e-03,4.6000e-02
5.5200e-03,4.6000e-02
5.5250e-03,4.6000e-02
5.5300e-03,4.6000e-02
5.5350e-03,4.6000e-02
5.5400e-03,4.6000e-02
5.5450e-03,4.6000e-02
5.5500e-03,4.6000e-02
5.5550e-03,4.6000e-02
5.5600e-03,4.6000e-02
5.5650e-03,4.6000e-02
5.5700e-03,4.6000e-02
5.5750e-03,4.6000e-02
5.5800e-03,4.6000e-02
5.5850e-03,4.6000e-02
5.5900e-03,4.6000e-02
5.5950e-03,4.6000e-02
5.6000e-03,4.6000e-02
5.6050e-03,4.6000e-02
5.6100e-03,2.9200e-02
5.6150e-03,3.7600e-02
5.6200e-03,3.2000e-03
5.6250e-03,1.8000e-02
5.6300e-03,-6.4000e-03
5.6350e-03,2.4000e-03
5.6400e-03,-2.4800e-02
5.6450e-03,-1.5200e-02
5.6500e-03,-4.2000e-02
5.6550e-03,-3.4800e-02
5.6600e-03,-4.2000e-02
5.6650e-03,-4.2000e-02
5.6700e-03,-4.2000e-02
5.6750e-03,-4.2000e-02
5.6800e-03,-4.2000e-02
5.6850e-03,-4.2000e-02
5.6900e-03,-4.2000e-02
5.6950e-03,-4.2000e-02
5.7000e-03,-4.2000e-02
5.7050e-03,-4.2000e-02
5.7100e-03,-4.2000e-02
5.7150e-03,-4.2000e-02
5.7200e-03,-4.2000e-02
5.7250e-03,-4.2000e-02
5.7300e-03,-4.2000e-02
5.7350e-03,-4.2000e-02
5.7400e-03,-4.2000e-02
5.7450e-03,-4.2000e-02
5.7500e-03,-4.2000e-02
5.7550e-03,-4.2000e-02
5.7600e-03,-4.2000e-02
5.7650e-03,-4.2000e-02
5.7700e-03,-4.2000e-02
5.7750e-03,-4.2000e-02
5.7800e-03,-4.2000e-02
5.7850e-03,-4.2000e-02
5.7900e-03,-4.2000e-02
5.7950e-03,-4.2000e-02
5.8000e-03,-4.2000e-02
5.8050e-03,-4.2000e-02
5.8100e-03,-4.2000e-02
5.8150e-03,-4.2000e-02
5.8200e-03,-4.2000e-02
5.8250e-03,-4.2000e-02
5.8300e-03,-4.2000e-02
5.8350e-03,-4.2000e-02
5.8400e-03,-4.2000e-02
5.8450e-03,-4.2000e-02
5.8500e-03,-4.2000e-02
5.8550e-03,-4.2000e-02
5.8600e-03,-4.2000e-02
5.8650e-03,-4.2000e-02
5.8700e-03,-4.2000e-02
5.8750e-03,-4.2000e-02
5.8800e-03,-4.2000e-02
5.8850e-03,-4.2000e-02
5.8900e-03,-4.2000e-02
5.8950e-03,-4.2000e-02
5.9000e-03,-4.2000e-02
5.9050e-03,-4.2000e-02
5.9100e-03,-4.2000e-02
5.9150e-03,-4.2000e-02
5.9200e-03,-4.2000e-02
5.9250e-03,-4.2000e-02
5.9300e-03,-4.2000e-02
5.9350e-03,-4.2000e-02
5.9400e-03,-4.2000e-02
5.9450e-03,-4.2000e-02
5.9500e-03,-4.2000e-02
5.9550e-03,-4.2000e-02
5.9600e-03,-4.2000e-02
5.9650e-03,-4.2000e-02
5.9700e-03,-4.2000e-02
5.9750e-03,-4.2000e-02
5.9800e-03,-4.2000e-02
5.9850e-03,-4.2000e-02
5.9900e-03,-4.2000e-02
5.9950e-03,-4.2000e-02
6.0000e-03,-4.2000e-02
6.0050e-03,-4.2000e-02
6.0100e-03,-4.2000e-02
6.0150e-03,-4.2000e-02
6.0200e-03,-4.2000e-02
6.0250e-03,-4.2000e-02
6.0300e-03,-4.2000e-02
6.0350e-03,-4.2000e-02
6.0400e-03,-4.2000e-02
6.0450e-03,-4.2000e-02
6.0500e-03,-4.2000e-02
6.0550e-03,-4.2000e-02
6.0600e-03,-4.2000e-02
6.0650e-03,-4.2000e-02
6.0700e-03,-4.2000e-02
6.0750e-03,-4.2000e-02
6.0800e-03,-4.2000e-02
6.0850e-03,-4.2000e-02
6.0900e-03,-4.2000e-02
6.0950e-03,-4.2000e-02
6.1000e-03,-4.2000e-02
6.1050e-03,-4.2000e-02
6.1100e-03,-4.2000e-02
6.1150e-03,-4.2000e-02
6.1200e-03,-4.2000e-02
6.1250e-03,-4.2000e-02
6.1300e-03,-4.2000e-02
6.1350e-03,-4.2000e-02
6.1400e-03,-4.2000e-02
6.1450e-03,-4.2000e-02
6.1500e-03,-4.2000e-02
6.1550e-03,-4.2000e-02
6.1600e-03,-4.2000e-02
6.1650e-03,-4.2000e-02
6.1700e-03,-4.2000e-02
6.1750e-03,-4.2000e-02
6.1800e-03,-4.2000e-02
6.1850e-03,-4.2000e-02
6.1900e-03,-4.2000e-02
6.1950e-03,-4.2000e-02
6.2000e-03,-4.2000e-02
6.2050e-03,-4.2000e-02
6.2100e-03,-4.2000e-02
6.2150e-03,-4.2000e-02
6.2200e-03,-4.2000e-02
6.2250e-03,-4.2000e-02
6.2300e-03,-4.2000e-02
6.2350e-03,-4.2000e-02
6.2400e-03,-4.2000e-02
6.2450e-03,-4.2000e-02
6.2500e-03,-4.2000e-02
