x-axis,CH2
second,Volt
6.2550e-03,-4.2000e-02
6.2600e-03,-4.2000e-02
6.2650e-03,-4.2000e-02
6.2700e-03,-4.2000e-02
6.2750e-03,-4.2000e-02
6.2800e-03,-4.2000e-02
6.2850e-03,-4.2000e-02
6.2900e-03,-4.2000e-02
6.2950e-03,-4.2000e-02
6.3000e-03,-4.2000e-02
6.3050e-03,-4.2000e-02
6.3100e-03,-4.2000e-02
6.3150e-03,-4.2000e-02
6.3200e-03,-4.2000e-02
6.3250e-03,-4.2000e-02
6.3300e-03,-4.2000e-02
6.3350e-03,-4.2000e-02
6.3400e-03,-4.2000e-02
6.3450e-03,-4.2000e-02
6.3500e-03,-4.2000e-02
6.3550e-03,-4.2000e-02
6.3600e-03,-4.2000e-02
6.3650e-03,-4.2000e-02
6.3700e-03,-4.2000e-02
6.3750e-03,-4.2000e-02
6.3800e-03,-4.2000e-02
6.3850e-03,-4.2000e-02
6.3900e-03,-4.2000e-02
6.3950e-03,-4.2000e-02
6.4000e-03,-4.2000e-02
6.4050e-03,-4.2000e-02
6.4100e-03,-4.2000e-02
6.4150e-03,-4.2000e-02
6.4200e-03,-4.2000e-02
6.4250e-03,-4.2000e-02
6.4300e-03,-4.2000e-02
6.4350e-03,-4.2000e-02
6.4400e-03,-4.2000e-02
6.4450e-03,-4.2000e-02
6.4500e-03,-4.2000e-02
6.4550e-03,-4.2000e-02
6.4600e-03,-4.2000e-02
6.4650e-03,-4.2000e-02
6.4700e-03,-4.2000e-02
6.4750e-03,-4.2000e-02
6.4800e-03,-4.2000e-02
6.4850e-03,-4.2000e-02
6.4900e-03,-4.2000e-02
6.4950e-03,-4.2000e-02
6.5000e-03,-4.2000e-02
6.5050e-03,-4.2000e-02
6.5100e-03,-4.2000e-02
6.5150e-03,-4.2000e-02
6.5200e-03,-4.2000e-02
6.5250e-03,-4.2000e-02
6.5300e-03,-4.2000e-02
6.5350e-03,-4.2000e-02
6.5400e-03,-4.2000e-02
6.5450e-03,-4.2000e-02
6.5500e-03,-4.2000e-02
6.5550e-03,-4.2000e-02
6.5600e-03,-4.2000e-02
6.5650e-03,-4.2000e-02
6.5700e-03,-4.2000e-02
6.5750e-03,-4.2000e-02
6.5800e-03,-4.2000e-02
6.5850e-03,-4.2000e-02
6.5900e-03,-4.2000e-02
6.5950e-03,-4.2000e-02
6.6000e-03,-4.2000e-02
6.6050e-03,-4.2000e-02
6.6100e-03,-4.2000e-02
6.6150e-03,-4.2000e-02
6.6200e-03,-4.2000e-02
6.6250e-03,-4.2000e-02
6.6300e-03,-4.2000e-02
6.6350e-03,-4.2000e-02
6.6400e-03,-4.2000e-02
6.6450e-03,-4.2000e-02
6.6500e-03,-4.2000e-02
6.6550e-03,-4.2000e-02
6.6600e-03,-4.2000e-02
6.6650e-03,-4.2000e-02
6.6700e-03,-4.2000e-02
6.6750e-03,-4.2000e-02
6.6800e-03,-4.2000e-02
6.6850e-03,-4.2000e-02
6.6900e-03,-4.2000e-02
6.6950e-03,-4.2000e-02
6.7000e-03,-4.2000e-02
6.7050e-03,-4.2000e-02
6.7100e-03,-4.2000e-02
6.7150e-03,-4.2000e-02
6.7200e-03,-4.2000e-02
6.7250e-03,-4.2000e-02
6.7300e-03,-4.2000e-02
6.7350e-03,-4.2000e-02
6.7400e-03,-4.2000e-02
6.7450e-03,-4.2000e-02
6.7500e-03,-4.2000e-02
6.7550e-03,-4.2000e-02
6.7600e-03,-4.2000e-02
6.7650e-03,-4.2000e-02
6.7700e-03,-4.2000e-02
6.7750e-03,-4.2000e-02
6.7800e-03,-4.2000e-02
6.7850e-03,-4.2000e-02
6.7900e-03,-4.2000e-02
6.7950e-03,-4.2000e-02
6.8000e-03,-4.2000e-02
6.8050e-03,-4.2000e-02
6.8100e-03,-4.2000e-02
6.8150e-03,-4.2000e-02
6.8200e-03,-4.2000e-02
6.8250e-03,-4.2000e-02
6.8300e-03,-4.2000e-02
6.8350e-03,-4.2000e-02
6.8400e-03,-4.2000e-02
6.8450e-03,-4.2000e-02
6.8500e-03,-4.2000e-02
6.8550e-03,-4.2000e-02
6.8600e-03,-4.2000e-02
6.8650e-03,-4.2000e-02
6.8700e-03,-4.2000e-02
6.8750e-03,-4.2000e-02
6.8800e-03,-4.2000e-02
6.8850e-03,-4.2000e-02
6.8900e-03,-4.2000e-02
6.8950e-03,-4.2000e-02
6.9000e-03,-4.2000e-02
6.9050e-03,-4.2000e-02
6.9100e-03,-4.2000e-02
6.9150e-03,-4.2000e-02
6.9200e-03,-4.2000e-02
6.9250e-03,-4.2000e-02
6.9300e-03,-4.2000e-02
6.9350e-03,-4.2000e-02
6.9400e-03,-4.2000e-02
6.9450e-03,-4.2000e-02
6.9500e-03,-4.2000e-02
6.9550e-03,-4.2000e-02
6.9600e-03,-4.2000e-02
6.9650e-03,-4.2000e-02
6.9700e-03,-4.2000e-02
6.9750e-03,-4.2000e-02
6.9800e-03,-4.2000e-02
6.9850e-03,-4.2000e-02
6.9900e-03,-4.2000e-02
6.9950e-03,-4.2000e-02
7.0000e-03,-4.2000e-02
7.0050e-03,-4.2000e-02
7.0100e-03,-4.2000e-02
7.0150e-03,-4.2000e-02
7.0200e-03,-4.2000e-02
7.0250e-03,-4.2000e-02
7.0300e-03,-4.2000e-02
7.0350e-03,-4.2000e-02
7.0400e-03,-4.2000e-02
7.0450e-03,-4.2000e-02
7.0500e-03,-4.2000e-02
7.0550e-03,-4.2000e-02
7.0600e-03,-4.2000e-02
7.0650e-03,-4.2000e-02
7.0700e-03,-4.2000e-02
7.0750e-03,-4.2000e-02
7.0800e-03,-4.2000e-02
7.0850e-03,-4.2000e-02
7.0900e-03,-4.2000e-02
7.0950e-03,-4.2000e-02
7.1000e-03,-4.2000e-02
7.1050e-03,-4.2000e-02
7.1100e-03,-4.2000e-02
7.1150e-03,-4.2000e-02
7.1200e-03,-4.2000e-02
7.1250e-03,-4.2000e-02
7.1300e-03,-4.2000e-02
7.1350e-03,-4.2000e-02
7.1400e-03,-4.2000e-02
7.1450e-03,-4.2000e-02
7.1500e-03,-4.2000e-02
7.1550e-03,-4.2000e-02
7.1600e-03,-4.2000e-02
7.1650e-03,-4.2000e-02
7.1700e-03,-4.2000e-02
7.1750e-03,-4.2000e-02
7.1800e-03,-4.2000e-02
7.1850e-03,-4.2000e-02
7.1900e-03,-4.2000e-02
7.1950e-03,-4.2000e-02
7.2000e-03,-4.2000e-02
7.2050e-03,-4.2000e-02
7.2100e-03,-4.2000e-02
7.2150e-03,-4.2000e-02
7.2200e-03,-4.2000e-02
7.2250e-03,-4.2000e-02
7.2300e-03,-4.2000e-02
7.2350e-03,-4.2000e-02
7.2400e-03,-4.2000e-02
7.2450e-03,-4.2000e-02
7.2500e-03,-4.2000e-02
7.2550e-03,-4.2000e-02
7.2600e-03,-4.2000e-02
7.2650e-03,-4.2000e-02
7.2700e-03,-4.2000e-02
7.2750e-03,-4.2000e-02
7.2800e-03,-4.2000e-02
7.2850e-03,-4.2000e-02
7.2900e-03,-4.2000e-02
7.2950e-03,-4.2000e-02
7.3000e-03,-4.2000e-02
7.3050e-03,-4.2000e-02
7.3100e-03,-4.2000e-02
7.3150e-03,-4.2000e-02
7.3200e-03,-4.2000e-02
7.3250e-03,-4.2000e-02
7.3300e-03,-4.2000e-02
7.3350e-03,-4.2000e-02
7.3400e-03,-4.2000e-02
7.3450e-03,-4.2000e-02
7.3500e-03,-4.2000e-02
7.3550e-03,-4.2000e-02
7.3600e-03,-4.2000e-02
7.3650e-03,-4.2000e-02
7.3700e-03,-4.2000e-02
7.3750e-03,-4.2000e-02
7.3800e-03,-4.2000e-02
7.3850e-03,-4.2000e-02
7.3900e-03,-4.2000e-02
7.3950e-03,-4.2000e-02
7.4000e-03,-4.2000e-02
7.4050e-03,-4.2000e-02
7.4100e-03,-4.2000e-02
7.4150e-03,-4.2000e-02
7.4200e-03,-4.2000e-02
7.4250e-03,-4.2000e-02
7.4300e-03,-4.2000e-02
7.4350e-03,-4.2000e-02
7.4400e-03,-4.2000e-02
7.4450e-03,-4.2000e-02
7.4500e-03,-4.2000e-02
7.4550e-03,-4.2000e-02
7.4600e-03,-4.2000e-02
7.4650e-03,-4.2000e-02
7.4700e-03,-4.2000e-02
7.4750e-03,-4.2000e-02
7.4800e-03,-4.2000e-02
7.4850e-03,-4.2000e-02
7.4900e-03,-4.2000e-02
7.4950e-03,-4.2000e-02
7.5000e-03,-4.2000e-02
7.5050e-03,-4.2000e-02
7.5100e-03,-4.2000e-02
7.5150e-03,-4.2000e-02
7.5200e-03,-4.2000e-02
7.5250e-03,-4.2000e-02
7.5300e-03,-4.2000e-02
7.5350e-03,-4.2000e-02
7.5400e-03,-4.2000e-02
7.5450e-03,-4.2000e-02
7.5500e-03,-4.2000e-02
7.5550e-03,-4.2000e-02
7.5600e-03,-4.2000e-02
7.5650e-03,-4.2000e-02
7.5700e-03,-4.2000e-02
7.5750e-03,-4.2000e-02
7.5800e-03,-4.2000e-02
7.5850e-03,-4.2000e-02
7.5900e-03,-4.2000e-02
7.5950e-03,-4.2000e-02
7.6000e-03,-4.2000e-02
7.6050e-03,-4.2000e-02
7.6100e-03,-4.2000e-02
7.6150e-03,-4.2000e-02
7.6200e-03,-4.2000e-02
7.6250e-03,-4.2000e-02
7.6300e-03,-4.2000e-02
7.6350e-03,-4.2000e-02
7.6400e-03,-4.2000e-02
7.6450e-03,-4.2000e-02
7.6500e-03,-4.2000e-02
7.6550e-03,-4.2000e-02
7.6600e-03,-4.2000e-02
7.6650e-03,-4.2000e-02
7.6700e-03,-4.2000e-02
7.6750e-03,-4.2000e-02
7.6800e-03,-4.2000e-02
7.6850e-03,-4.2000e-02
7.6900e-03,-4.2000e-02
7.6950e-03,-4.2000e-02
7.7000e-03,-4.2000e-02
7.7050e-03,-4.2000e-02
7.7100e-03,-4.2000e-02
7.7150e-03,-4.2000e-02
7.7200e-03,-4.2000e-02
7.7250e-03,-4.2000e-02
7.7300e-03,-4.2000e-02
7.7350e-03,-4.2000e-02
7.7400e-03,-4.2000e-02
7.7450e-03,-4.2000e-02
7.7500e-03,-4.2000e-02
7.7550e-03,-4.2000e-02
7.7600e-03,-4.2000e-02
7.7650e-03,-4.2000e-02
7.7700e-03,-4.2000e-02
7.7750e-03,-4.2000e-02
7.7800e-03,-4.2000e-02
7.7850e-03,-4.2000e-02
7.7900e-03,-4.2000e-02
7.7950e-03,-4.2000e-02
7.8000e-03,-4.2000e-02
7.8050e-03,-4.2000e-02
7.8100e-03,-4.2000e-02
7.8150e-03,-4.2000e-02
7.8200e-03,-4.2000e-02
7.8250e-03,-4.2000e-02
7.8300e-03,-4.2000e-02
7.8350e-03,-4.2000e-02
7.8400e-03,-4.2000e-02
7.8450e-03,-4.2000e-02
7.8500e-03,-4.2000e-02
7.8550e-03,-4.2000e-02
7.8600e-03,-4.2000e-02
7.8650e-03,-4.2000e-02
7.8700e-03,-4.2000e-02
7.8750e-03,-4.2000e-02
7.8800e-03,-4.2000e-02
7.8850e-03,-4.2000e-02
7.8900e-03,-4.2000e-02
7.8950e-03,-4.2000e-02
7.9000e-03,-4.2000e-02
7.9050e-03,-4.2000e-02
7.9100e-03,-4.2000e-02
7.9150e-03,-4.2000e-02
7.9200e-03,-4.2000e-02
7.9250e-03,-4.2000e-02
7.9300e-03,-4.2000e-02
7.9350e-03,-4.2000e-02
